item_id,split,record_id,pair_id,subject,condition,difficulty,existing_label,prefilled,blind_check
test_1073,test,bnp_031325_1,bnp_031325,literature,no_context,easy,0,no,no
test_1074,test,bnp_021223_1,bnp_021223,others,has_context,hard,0,no,no
test_1075,test,bnp_023092_1,bnp_023092,history,has_context,hard,0,no,no
test_1076,test,bnp_026322_1,bnp_026322,idiom_meaning,no_context,easy,0,no,no
test_1077,test,bnp_027317_1,bnp_027317,antonym,no_context,easy,0,no,no
test_1078,test,bnp_005067_0,bnp_005067,synonym,no_context,easy,1,no,no
test_1079,test,bnp_007454_0,bnp_007454,mathematics,no_context,easy,1,no,no
test_1080,test,bnp_003648_0,bnp_003648,literature,no_context,easy,1,no,no
test_1081,test,bnp_030207_0,bnp_030207,history,has_context,hard,1,no,no
test_1082,test,bnp_014231_1,bnp_014231,antonym,no_context,easy,0,no,no
test_1083,test,bnp_016575_1,bnp_016575,reading_comprehension,has_context,easy,0,no,no
test_1084,test,bnp_027070_1,bnp_027070,literature,no_context,hard,0,no,no
test_1085,test,bnp_007569_1,bnp_007569,reading_comprehension,has_context,easy,0,no,no
test_1086,test,bnp_026677_1,bnp_026677,history,has_context,hard,0,no,no
test_1087,test,bnp_023855_0,bnp_023855,bcs,no_context,easy,1,no,no
test_1088,test,bnp_018033_0,bnp_018033,history,has_context,easy,1,no,no
test_1089,test,bnp_024408_0,bnp_024408,reading_comprehension,has_context,easy,1,no,no
test_1090,test,bnp_010210_1,bnp_010210,idiom_meaning,no_context,easy,0,no,no
test_1091,test,bnp_004952_0,bnp_004952,history,has_context,easy,1,no,no
test_1092,test,bnp_019769_0,bnp_019769,antonym,no_context,easy,1,no,no
test_1093,test,bnp_020297_1,bnp_020297,reading_comprehension,has_context,easy,0,no,no
test_1094,test,bnp_005134_1,bnp_005134,grammar,no_context,easy,0,no,no
test_1095,test,bnp_015007_0,bnp_015007,law,has_context,easy,1,no,no
test_1096,test,bnp_019650_0,bnp_019650,grammar,no_context,easy,1,no,no
test_1097,test,bnp_014376_1,bnp_014376,reading_comprehension,has_context,easy,0,no,no
test_1098,test,bnp_012199_0,bnp_012199,history,has_context,easy,1,no,no
test_1099,test,bnp_028545_1,bnp_028545,grammar,has_context,hard,0,no,no
test_1100,test,bnp_023850_1,bnp_023850,literature,no_context,easy,0,no,no
test_1101,test,bnp_020253_0,bnp_020253,reading_comprehension,has_context,easy,1,no,no
test_1102,test,bnp_020043_1,bnp_020043,grammar,no_context,hard,0,no,no
test_1103,test,bnp_022974_0,bnp_022974,literature,no_context,easy,1,no,no
test_1104,test,bnp_014371_0,bnp_014371,history,has_context,easy,1,no,no
test_1105,test,bnp_004339_1,bnp_004339,bcs,no_context,hard,0,no,no
test_1106,test,bnp_014813_1,bnp_014813,history,has_context,hard,0,no,no
test_1107,test,bnp_011291_0,bnp_011291,grammar,no_context,easy,1,no,no
test_1108,test,bnp_002789_1,bnp_002789,reading_comprehension,has_context,easy,0,no,no
test_1109,test,bnp_019550_1,bnp_019550,history,has_context,easy,0,no,no
test_1110,test,bnp_020157_1,bnp_020157,science,no_context,easy,0,no,no
test_1111,test,bnp_022935_0,bnp_022935,grammar,no_context,hard,1,no,no
test_1112,test,bnp_001403_1,bnp_001403,others,has_context,easy,0,no,no
test_1113,test,bnp_023511_0,bnp_023511,reading_comprehension,has_context,easy,1,no,no
test_1114,test,bnp_028253_0,bnp_028253,bcs,no_context,hard,1,no,no
test_1115,test,bnp_000430_0,bnp_000430,idiom_meaning,no_context,easy,1,no,no
test_1116,test,bnp_003422_1,bnp_003422,history,has_context,hard,0,no,no
test_1117,test,bnp_015739_0,bnp_015739,literature,no_context,easy,1,no,no
test_1118,test,bnp_028715_0,bnp_028715,reading_comprehension,has_context,hard,1,no,no
test_1119,test,bnp_024880_1,bnp_024880,reading_comprehension,has_context,easy,0,no,no
test_1120,test,bnp_001385_1,bnp_001385,law,has_context,easy,0,no,no
test_1121,test,bnp_015038_1,bnp_015038,reading_comprehension,has_context,easy,0,no,no
test_1122,test,bnp_011592_0,bnp_011592,grammar,has_context,hard,1,no,no
test_1123,test,bnp_000562_1,bnp_000562,history,has_context,hard,0,no,no
test_1124,test,bnp_022489_0,bnp_022489,reading_comprehension,has_context,easy,1,no,no
test_1125,test,bnp_023026_0,bnp_023026,science,no_context,easy,1,no,no
test_1126,test,bnp_025869_1,bnp_025869,mathematics,no_context,easy,0,no,no
test_1127,test,bnp_023430_1,bnp_023430,law,no_context,easy,0,no,no
test_1128,test,bnp_022828_0,bnp_022828,bcs,no_context,hard,1,no,no
test_1129,test,bnp_002206_0,bnp_002206,reading_comprehension,has_context,easy,1,no,no
test_1130,test,bnp_005598_1,bnp_005598,grammar,no_context,easy,0,no,no
test_1131,test,bnp_024306_1,bnp_024306,reading_comprehension,has_context,easy,0,no,no
test_1132,test,bnp_018168_0,bnp_018168,reading_comprehension,has_context,easy,1,no,no
test_1133,test,bnp_004011_1,bnp_004011,vocabulary,no_context,easy,0,no,no
test_1134,test,bnp_013320_0,bnp_013320,grammar,has_context,hard,1,no,no
test_1135,test,bnp_021693_0,bnp_021693,grammar,no_context,hard,1,no,no
test_1136,test,bnp_030662_0,bnp_030662,idiom_meaning,no_context,easy,1,no,no
test_1137,test,bnp_016482_0,bnp_016482,vocabulary,no_context,easy,1,no,no
test_1138,test,bnp_011310_1,bnp_011310,reading_comprehension,has_context,hard,0,no,no
test_1139,test,bnp_013049_1,bnp_013049,history,has_context,easy,0,no,no
test_1140,test,bnp_024825_1,bnp_024825,reading_comprehension,has_context,easy,0,no,no
test_1141,test,bnp_015823_1,bnp_015823,history,has_context,easy,0,no,no
test_1142,test,bnp_029520_1,bnp_029520,reading_comprehension,has_context,easy,0,no,no
test_1143,test,bnp_026240_1,bnp_026240,history,has_context,easy,0,no,no
test_1144,test,bnp_003144_0,bnp_003144,reading_comprehension,has_context,easy,1,no,no
test_1145,test,bnp_024240_0,bnp_024240,reading_comprehension,has_context,easy,1,no,no
test_1146,test,bnp_001246_0,bnp_001246,law,no_context,hard,1,no,no
test_1147,test,bnp_017710_0,bnp_017710,reading_comprehension,has_context,easy,1,no,no
test_1148,test,bnp_019306_1,bnp_019306,reading_comprehension,has_context,easy,0,no,no
test_1149,test,bnp_007861_0,bnp_007861,idiom_meaning,no_context,easy,1,no,no
test_1150,test,bnp_001848_1,bnp_001848,antonym,no_context,easy,0,no,no
test_1151,test,bnp_007876_1,bnp_007876,reading_comprehension,has_context,hard,0,no,no
test_1152,test,bnp_023269_0,bnp_023269,science,no_context,easy,1,no,no
test_1153,test,bnp_029177_1,bnp_029177,reading_comprehension,has_context,easy,0,no,no
test_1154,test,bnp_011186_0,bnp_011186,reading_comprehension,has_context,easy,1,no,no
test_1155,test,bnp_019856_1,bnp_019856,bcs,no_context,easy,0,no,no
test_1156,test,bnp_020660_0,bnp_020660,grammar,has_context,hard,1,no,no
test_1157,test,bnp_030017_1,bnp_030017,reading_comprehension,has_context,easy,0,no,no
test_1158,test,bnp_012316_0,bnp_012316,bcs,no_context,easy,1,no,no
test_1159,test,bnp_031834_1,bnp_031834,bcs,no_context,hard,0,no,no
test_1160,test,bnp_015617_1,bnp_015617,antonym,no_context,easy,0,no,no
test_1161,test,bnp_030060_0,bnp_030060,bcs,no_context,easy,1,no,no
test_1162,test,bnp_019444_1,bnp_019444,reading_comprehension,has_context,easy,0,no,no
test_1163,test,bnp_002120_0,bnp_002120,literature,no_context,easy,1,no,no
test_1164,test,bnp_023996_1,bnp_023996,reading_comprehension,has_context,easy,0,no,no
test_1165,test,bnp_011719_1,bnp_011719,history,has_context,easy,0,no,no
test_1166,test,bnp_028303_0,bnp_028303,law,has_context,hard,1,no,no
test_1167,test,bnp_014372_1,bnp_014372,reading_comprehension,has_context,easy,0,no,no
test_1168,test,bnp_017688_0,bnp_017688,reading_comprehension,has_context,hard,1,no,no
test_1169,test,bnp_029125_0,bnp_029125,antonym,no_context,easy,1,no,no
test_1170,test,bnp_004774_1,bnp_004774,reading_comprehension,has_context,easy,0,no,no
test_1171,test,bnp_001197_1,bnp_001197,antonym,no_context,easy,0,no,no
test_1172,test,bnp_025160_0,bnp_025160,law,has_context,easy,1,no,no
test_1173,test,bnp_025742_0,bnp_025742,law,has_context,hard,1,no,no
test_1174,test,bnp_018007_1,bnp_018007,antonym,no_context,easy,0,no,no
test_1175,test,bnp_028658_1,bnp_028658,grammar,no_context,hard,0,no,no
test_1176,test,bnp_030461_0,bnp_030461,law,no_context,easy,1,no,no
test_1177,test,bnp_022065_0,bnp_022065,literature,no_context,easy,1,no,no
test_1178,test,bnp_002555_0,bnp_002555,mathematics,no_context,easy,1,no,no
test_1179,test,bnp_011678_0,bnp_011678,synonym,no_context,easy,1,no,no
test_1180,test,bnp_008338_1,bnp_008338,reading_comprehension,has_context,easy,0,no,no
test_1181,test,bnp_016801_1,bnp_016801,law,has_context,easy,0,no,no
test_1182,test,bnp_015239_1,bnp_015239,grammar,no_context,easy,0,no,no
test_1183,test,bnp_002952_0,bnp_002952,bcs,no_context,easy,1,no,no
test_1184,test,bnp_022337_0,bnp_022337,reading_comprehension,has_context,easy,1,no,no
test_1185,test,bnp_029535_1,bnp_029535,history,has_context,hard,0,no,no
test_1186,test,bnp_017104_0,bnp_017104,reading_comprehension,has_context,easy,1,no,no
test_1187,test,bnp_006919_1,bnp_006919,mathematics,no_context,easy,0,no,no
test_1188,test,bnp_004766_1,bnp_004766,grammar,no_context,hard,0,no,no
test_1189,test,bnp_016051_0,bnp_016051,bcs,no_context,easy,1,no,no
test_1190,test,bnp_025046_1,bnp_025046,reading_comprehension,has_context,easy,0,no,no
test_1191,test,bnp_002414_0,bnp_002414,law,has_context,easy,1,no,no
test_1192,test,bnp_008141_1,bnp_008141,bcs,no_context,hard,0,no,no
test_1193,test,bnp_009539_0,bnp_009539,science,no_context,easy,1,no,no
test_1194,test,bnp_014268_0,bnp_014268,literature,no_context,easy,1,no,no
test_1195,test,bnp_022697_1,bnp_022697,law,has_context,hard,0,no,no
test_1196,test,bnp_004079_1,bnp_004079,history,has_context,easy,0,no,no
test_1197,test,bnp_016528_0,bnp_016528,reading_comprehension,has_context,easy,1,no,no
test_1198,test,bnp_017963_0,bnp_017963,reading_comprehension,has_context,easy,1,no,no
test_1199,test,bnp_004585_0,bnp_004585,synonym,no_context,easy,1,no,no
test_1200,test,bnp_003003_0,bnp_003003,reading_comprehension,has_context,hard,1,no,no
test_1201,test,bnp_019721_1,bnp_019721,bcs,no_context,easy,0,no,no
test_1202,test,bnp_014734_1,bnp_014734,antonym,no_context,easy,0,no,no
test_1203,test,bnp_016195_0,bnp_016195,science,no_context,easy,1,no,no
test_1204,test,bnp_017580_1,bnp_017580,grammar,has_context,hard,0,no,no
test_1205,test,bnp_028330_1,bnp_028330,idiom_meaning,no_context,easy,0,no,no
test_1206,test,bnp_023281_1,bnp_023281,law,no_context,easy,0,no,no
test_1207,test,bnp_018653_1,bnp_018653,history,has_context,hard,0,no,no
test_1208,test,bnp_028991_0,bnp_028991,reading_comprehension,has_context,easy,1,no,no
test_1209,test,bnp_011222_1,bnp_011222,synonym,no_context,easy,0,no,no
test_1210,test,bnp_026774_0,bnp_026774,history,has_context,easy,1,no,no
test_1211,test,bnp_019825_1,bnp_019825,grammar,has_context,hard,0,no,no
test_1212,test,bnp_021661_0,bnp_021661,others,has_context,hard,1,no,no
test_1213,test,bnp_023130_0,bnp_023130,reading_comprehension,has_context,hard,1,no,no
test_1214,test,bnp_023788_0,bnp_023788,law,has_context,easy,1,no,no
test_1215,test,bnp_024986_1,bnp_024986,law,no_context,hard,0,no,no
test_1216,test,bnp_000264_0,bnp_000264,history,has_context,easy,1,no,no
test_1217,test,bnp_029677_0,bnp_029677,reading_comprehension,has_context,easy,1,no,no
test_1218,test,bnp_016048_0,bnp_016048,history,has_context,hard,1,no,no
test_1219,test,bnp_007086_1,bnp_007086,reading_comprehension,has_context,easy,0,no,no
test_1220,test,bnp_013259_1,bnp_013259,history,has_context,hard,0,no,no
test_1221,test,bnp_030751_0,bnp_030751,reading_comprehension,has_context,easy,1,no,no
test_1222,test,bnp_002326_1,bnp_002326,reading_comprehension,has_context,easy,0,no,no
test_1223,test,bnp_000096_1,bnp_000096,reading_comprehension,has_context,easy,0,no,no
test_1224,test,bnp_006911_1,bnp_006911,synonym,no_context,easy,0,no,no
test_1225,test,bnp_024046_1,bnp_024046,reading_comprehension,has_context,easy,0,no,no
test_1226,test,bnp_001228_1,bnp_001228,idiom_meaning,no_context,easy,0,no,no
test_1227,test,bnp_028761_1,bnp_028761,idiom_meaning,no_context,easy,0,no,no
test_1228,test,bnp_012399_0,bnp_012399,reading_comprehension,has_context,easy,1,no,no
test_1229,test,bnp_003722_0,bnp_003722,antonym,no_context,easy,1,no,no
test_1230,test,bnp_003785_1,bnp_003785,grammar,no_context,easy,0,no,no
test_1231,test,bnp_002197_1,bnp_002197,reading_comprehension,has_context,hard,0,no,no
test_1232,test,bnp_004999_0,bnp_004999,reading_comprehension,has_context,easy,1,no,no
test_1233,test,bnp_013021_0,bnp_013021,vocabulary,no_context,easy,1,no,no
test_1234,test,bnp_021972_0,bnp_021972,antonym,no_context,easy,1,no,no
test_1235,test,bnp_005047_1,bnp_005047,reading_comprehension,has_context,hard,0,no,no
test_1236,test,bnp_010542_1,bnp_010542,history,has_context,easy,0,no,no
test_1237,test,bnp_021414_1,bnp_021414,others,has_context,hard,0,no,no
test_1238,test,bnp_026094_0,bnp_026094,science,no_context,easy,1,no,no
test_1239,test,bnp_006790_1,bnp_006790,reading_comprehension,has_context,easy,0,no,no
test_1240,test,bnp_005109_0,bnp_005109,history,has_context,easy,1,no,no
test_1241,test,bnp_026706_0,bnp_026706,law,has_context,easy,1,no,no
test_1242,test,bnp_026878_1,bnp_026878,reading_comprehension,has_context,hard,0,no,no
test_1243,test,bnp_019240_1,bnp_019240,reading_comprehension,has_context,easy,0,no,no
test_1244,test,bnp_009501_0,bnp_009501,antonym,no_context,easy,1,no,no
test_1245,test,bnp_023801_1,bnp_023801,antonym,no_context,easy,0,no,no
test_1246,test,bnp_003697_1,bnp_003697,reading_comprehension,has_context,easy,0,no,no
test_1247,test,bnp_021945_1,bnp_021945,reading_comprehension,has_context,easy,0,no,no
test_1248,test,bnp_008326_0,bnp_008326,reading_comprehension,has_context,hard,1,no,no
test_1249,test,bnp_013198_0,bnp_013198,others,has_context,easy,1,no,no
test_1250,test,bnp_012804_0,bnp_012804,mathematics,no_context,easy,1,no,no
test_1251,test,bnp_003215_1,bnp_003215,history,has_context,easy,0,no,no
test_1252,test,bnp_016086_0,bnp_016086,reading_comprehension,has_context,easy,1,no,no
test_1253,test,bnp_018995_1,bnp_018995,law,has_context,easy,0,no,no
test_1254,test,bnp_030484_1,bnp_030484,others,has_context,hard,0,no,no
test_1255,test,bnp_003324_1,bnp_003324,grammar,no_context,hard,0,no,no
test_1256,test,bnp_027652_1,bnp_027652,science,no_context,easy,0,no,no
test_1257,test,bnp_004003_1,bnp_004003,literature,no_context,easy,0,no,no
test_1258,test,bnp_007495_1,bnp_007495,mathematics,no_context,easy,0,no,no
test_1259,test,bnp_012791_0,bnp_012791,reading_comprehension,has_context,easy,1,no,no
test_1260,test,bnp_015654_1,bnp_015654,grammar,no_context,hard,0,no,no
test_1261,test,bnp_021287_0,bnp_021287,history,has_context,easy,1,no,no
test_1262,test,bnp_013666_0,bnp_013666,science,no_context,easy,1,no,no
test_1263,test,bnp_022515_0,bnp_022515,law,has_context,hard,1,no,no
test_1264,test,bnp_004016_1,bnp_004016,grammar,has_context,hard,0,no,no
test_1265,test,bnp_022862_1,bnp_022862,antonym,no_context,easy,0,no,no
test_1266,test,bnp_014335_1,bnp_014335,reading_comprehension,has_context,easy,0,no,no
test_1267,test,bnp_012558_1,bnp_012558,science,no_context,easy,0,no,no
test_1268,test,bnp_008651_1,bnp_008651,grammar,has_context,hard,0,no,no
test_1269,test,bnp_005213_0,bnp_005213,history,has_context,easy,1,no,no
test_1270,test,bnp_008673_1,bnp_008673,idiom_meaning,no_context,easy,0,no,no
test_1271,test,bnp_027489_0,bnp_027489,science,no_context,easy,1,no,no
test_1272,test,bnp_018332_1,bnp_018332,others,has_context,hard,0,no,no
test_1273,test,bnp_006334_0,bnp_006334,mathematics,no_context,easy,1,no,no
test_1274,test,bnp_004396_0,bnp_004396,law,has_context,hard,1,no,no
test_1275,test,bnp_005829_1,bnp_005829,history,has_context,easy,0,no,no
test_1276,test,bnp_005863_0,bnp_005863,vocabulary,no_context,easy,1,no,no
test_1277,test,bnp_010475_1,bnp_010475,history,has_context,easy,0,no,no
test_1278,test,bnp_003065_1,bnp_003065,literature,no_context,hard,0,no,no
test_1279,test,bnp_004636_1,bnp_004636,grammar,no_context,easy,0,no,no
test_1280,test,bnp_001396_0,bnp_001396,history,has_context,easy,1,no,no
test_1281,test,bnp_002138_0,bnp_002138,mathematics,no_context,hard,1,no,no
test_1282,test,bnp_009168_1,bnp_009168,history,has_context,easy,0,no,no
test_1283,test,bnp_012519_1,bnp_012519,mathematics,no_context,easy,0,no,no
test_1284,test,bnp_013881_0,bnp_013881,law,no_context,hard,1,no,no
test_1285,test,bnp_010759_1,bnp_010759,history,has_context,hard,0,no,no
test_1286,test,bnp_017139_1,bnp_017139,history,has_context,hard,0,no,no
test_1287,test,bnp_022234_0,bnp_022234,mathematics,no_context,easy,1,no,no
test_1288,test,bnp_005012_0,bnp_005012,law,has_context,easy,1,no,no
test_1289,test,bnp_025440_0,bnp_025440,reading_comprehension,has_context,hard,1,no,no
test_1290,test,bnp_029870_0,bnp_029870,grammar,no_context,hard,1,no,no
test_1291,test,bnp_020161_0,bnp_020161,others,has_context,easy,1,no,no
test_1292,test,bnp_030625_0,bnp_030625,antonym,no_context,easy,1,no,no
test_1293,test,bnp_003484_1,bnp_003484,reading_comprehension,has_context,easy,0,no,no
test_1294,test,bnp_000537_0,bnp_000537,idiom_meaning,no_context,easy,1,no,no
test_1295,test,bnp_000739_0,bnp_000739,grammar,has_context,hard,1,no,no
test_1296,test,bnp_026368_1,bnp_026368,law,has_context,easy,0,no,no
test_1297,test,bnp_015208_1,bnp_015208,antonym,no_context,easy,0,no,no
test_1298,test,bnp_008499_0,bnp_008499,idiom_meaning,no_context,easy,1,no,no
test_1299,test,bnp_016384_0,bnp_016384,reading_comprehension,has_context,easy,1,no,no
test_1300,test,bnp_025287_0,bnp_025287,history,has_context,easy,1,no,no
test_1301,test,bnp_009295_1,bnp_009295,reading_comprehension,has_context,easy,0,no,no
test_1302,test,bnp_028562_0,bnp_028562,literature,no_context,easy,1,no,no
test_1303,test,bnp_011657_1,bnp_011657,history,has_context,hard,0,no,no
test_1304,test,bnp_022735_0,bnp_022735,reading_comprehension,has_context,hard,1,no,no
test_1305,test,bnp_019187_0,bnp_019187,reading_comprehension,has_context,easy,1,no,no
test_1306,test,bnp_028445_1,bnp_028445,others,has_context,easy,0,no,no
test_1307,test,bnp_012642_1,bnp_012642,reading_comprehension,has_context,easy,0,no,no
test_1308,test,bnp_004851_1,bnp_004851,science,no_context,easy,0,no,no
test_1309,test,bnp_013270_0,bnp_013270,history,has_context,hard,1,no,no
test_1310,test,bnp_013370_1,bnp_013370,reading_comprehension,has_context,easy,0,no,no
test_1311,test,bnp_016363_0,bnp_016363,history,has_context,hard,1,no,no
test_1312,test,bnp_013557_0,bnp_013557,reading_comprehension,has_context,hard,1,no,no
test_1313,test,bnp_029673_0,bnp_029673,reading_comprehension,has_context,easy,1,no,no
test_1314,test,bnp_021450_0,bnp_021450,law,no_context,easy,1,no,no
test_1315,test,bnp_017260_0,bnp_017260,history,has_context,easy,1,no,no
test_1316,test,bnp_025644_0,bnp_025644,literature,no_context,hard,1,no,no
test_1317,test,bnp_004822_1,bnp_004822,reading_comprehension,has_context,easy,0,no,no
test_1318,test,bnp_002452_1,bnp_002452,science,no_context,hard,0,no,no
test_1319,test,bnp_025618_0,bnp_025618,grammar,no_context,hard,1,no,no
test_1320,test,bnp_015280_0,bnp_015280,history,has_context,hard,1,no,no
test_1321,test,bnp_018589_0,bnp_018589,literature,no_context,easy,1,no,no
test_1322,test,bnp_022391_1,bnp_022391,reading_comprehension,has_context,easy,0,no,no
test_1323,test,bnp_014238_1,bnp_014238,reading_comprehension,has_context,easy,0,no,no
test_1324,test,bnp_000825_1,bnp_000825,history,no_context,easy,0,no,no
test_1325,test,bnp_021642_1,bnp_021642,science,no_context,hard,0,no,no
test_1326,test,bnp_025620_1,bnp_025620,reading_comprehension,has_context,easy,0,no,no
test_1327,test,bnp_006848_1,bnp_006848,history,has_context,easy,0,no,no
test_1328,test,bnp_013155_0,bnp_013155,reading_comprehension,has_context,easy,1,no,no
test_1329,test,bnp_023016_1,bnp_023016,antonym,no_context,easy,0,no,no
test_1330,test,bnp_019149_1,bnp_019149,law,has_context,hard,0,no,no
test_1331,test,bnp_018532_0,bnp_018532,idiom_meaning,no_context,easy,1,no,no
test_1332,test,bnp_011467_0,bnp_011467,antonym,no_context,easy,1,no,no
test_1333,test,bnp_025692_1,bnp_025692,science,no_context,hard,0,no,no
test_1334,test,bnp_031459_1,bnp_031459,reading_comprehension,has_context,hard,0,no,no
test_1335,test,bnp_014523_0,bnp_014523,history,has_context,easy,1,no,no
test_1336,test,bnp_023069_1,bnp_023069,history,has_context,easy,0,no,no
test_1337,test,bnp_019629_0,bnp_019629,grammar,no_context,hard,1,no,no
test_1338,test,bnp_022845_0,bnp_022845,literature,no_context,easy,1,no,no
test_1339,test,bnp_031562_1,bnp_031562,reading_comprehension,has_context,easy,0,no,no
test_1340,test,bnp_002945_1,bnp_002945,grammar,no_context,easy,0,no,no
test_1341,test,bnp_005588_0,bnp_005588,reading_comprehension,has_context,easy,1,no,no
test_1342,test,bnp_013172_1,bnp_013172,reading_comprehension,has_context,easy,0,no,no
test_1343,test,bnp_031222_0,bnp_031222,idiom_meaning,no_context,easy,1,no,no
test_1344,test,bnp_002958_0,bnp_002958,reading_comprehension,has_context,hard,1,no,no
test_1345,test,bnp_016867_0,bnp_016867,history,has_context,easy,1,no,no
test_1346,test,bnp_028046_0,bnp_028046,bcs,no_context,hard,1,no,no
test_1347,test,bnp_010106_0,bnp_010106,mathematics,no_context,hard,1,no,no
test_1348,test,bnp_007817_0,bnp_007817,bcs,no_context,easy,1,no,no
test_1349,test,bnp_030784_1,bnp_030784,history,has_context,hard,0,no,no
test_1350,test,bnp_021840_1,bnp_021840,reading_comprehension,has_context,hard,0,no,no
test_1351,test,bnp_011620_1,bnp_011620,bcs,no_context,easy,0,no,no
test_1352,test,bnp_018605_1,bnp_018605,mathematics,no_context,easy,0,no,no
test_1353,test,bnp_020169_0,bnp_020169,reading_comprehension,has_context,hard,1,no,no
test_1354,test,bnp_024002_0,bnp_024002,reading_comprehension,has_context,hard,1,no,no
test_1355,test,bnp_007175_1,bnp_007175,reading_comprehension,has_context,easy,0,no,no
test_1356,test,bnp_028922_0,bnp_028922,science,no_context,hard,1,no,no
dev_0001,dev,bnp_028275_1,bnp_028275,history,has_context,easy,0,yes,no
dev_0002,dev,bnp_009542_0,bnp_009542,reading_comprehension,has_context,easy,1,yes,no
dev_0003,dev,bnp_013164_1,bnp_013164,grammar,has_context,hard,0,yes,no
dev_0004,dev,bnp_015458_1,bnp_015458,reading_comprehension,has_context,easy,0,yes,no
dev_0005,dev,bnp_021580_1,bnp_021580,reading_comprehension,has_context,easy,0,yes,no
dev_0006,dev,bnp_003920_0,bnp_003920,reading_comprehension,has_context,easy,1,yes,no
dev_0007,dev,bnp_026231_0,bnp_026231,science,no_context,easy,1,no,yes
dev_0008,dev,bnp_027719_1,bnp_027719,idiom_meaning,no_context,easy,0,yes,no
dev_0009,dev,bnp_024454_1,bnp_024454,reading_comprehension,has_context,easy,0,yes,no
dev_0010,dev,bnp_002062_1,bnp_002062,literature,no_context,easy,0,yes,no
dev_0011,dev,bnp_008178_1,bnp_008178,antonym,no_context,easy,0,yes,no
dev_0012,dev,bnp_006450_0,bnp_006450,science,no_context,easy,1,yes,no
dev_0013,dev,bnp_014456_0,bnp_014456,history,has_context,easy,1,yes,no
dev_0014,dev,bnp_020243_0,bnp_020243,history,has_context,easy,1,yes,no
dev_0015,dev,bnp_019515_0,bnp_019515,literature,no_context,easy,1,yes,no
dev_0016,dev,bnp_007552_1,bnp_007552,science,no_context,hard,0,yes,no
dev_0017,dev,bnp_021270_0,bnp_021270,idiom_meaning,no_context,easy,1,yes,no
dev_0018,dev,bnp_028567_0,bnp_028567,reading_comprehension,has_context,easy,1,yes,no
dev_0019,dev,bnp_013697_1,bnp_013697,history,has_context,easy,0,yes,no
dev_0020,dev,bnp_011502_1,bnp_011502,antonym,no_context,easy,0,yes,no
dev_0021,dev,bnp_031073_0,bnp_031073,reading_comprehension,has_context,easy,1,yes,no
dev_0022,dev,bnp_031337_1,bnp_031337,vocabulary,no_context,easy,0,yes,no
dev_0023,dev,bnp_027298_1,bnp_027298,law,no_context,easy,0,yes,no
dev_0024,dev,bnp_021421_0,bnp_021421,bcs,no_context,easy,1,yes,no
dev_0025,dev,bnp_007857_1,bnp_007857,reading_comprehension,has_context,easy,0,yes,no
dev_0026,dev,bnp_031283_0,bnp_031283,reading_comprehension,has_context,easy,1,yes,no
dev_0027,dev,bnp_008770_0,bnp_008770,science,no_context,easy,1,no,yes
dev_0028,dev,bnp_013154_1,bnp_013154,reading_comprehension,has_context,easy,0,yes,no
dev_0029,dev,bnp_009116_0,bnp_009116,reading_comprehension,has_context,easy,1,yes,no
dev_0030,dev,bnp_017437_0,bnp_017437,history,has_context,easy,1,yes,no
dev_0031,dev,bnp_013214_0,bnp_013214,law,no_context,hard,1,yes,no
dev_0032,dev,bnp_020270_0,bnp_020270,bcs,no_context,easy,1,yes,no
dev_0033,dev,bnp_007106_0,bnp_007106,reading_comprehension,has_context,hard,1,yes,no
dev_0034,dev,bnp_018613_1,bnp_018613,law,has_context,hard,0,yes,no
dev_0035,dev,bnp_025122_1,bnp_025122,history,has_context,hard,0,yes,no
dev_0036,dev,bnp_020358_0,bnp_020358,reading_comprehension,has_context,easy,1,yes,no
dev_0037,dev,bnp_010784_1,bnp_010784,bcs,no_context,easy,0,yes,no
dev_0038,dev,bnp_020798_1,bnp_020798,bcs,no_context,hard,0,no,yes
dev_0039,dev,bnp_013844_1,bnp_013844,bcs,no_context,hard,0,yes,no
dev_0040,dev,bnp_023739_1,bnp_023739,grammar,has_context,hard,0,yes,no
dev_0041,dev,bnp_002785_1,bnp_002785,science,no_context,easy,0,yes,no
dev_0042,dev,bnp_008672_1,bnp_008672,grammar,no_context,hard,0,yes,no
dev_0043,dev,bnp_028469_1,bnp_028469,reading_comprehension,has_context,easy,0,yes,no
dev_0044,dev,bnp_012005_1,bnp_012005,history,has_context,hard,0,yes,no
dev_0045,dev,bnp_002955_0,bnp_002955,reading_comprehension,has_context,easy,1,yes,no
dev_0046,dev,bnp_028865_0,bnp_028865,grammar,no_context,hard,1,yes,no
dev_0047,dev,bnp_024795_1,bnp_024795,history,has_context,hard,0,no,yes
dev_0048,dev,bnp_018066_1,bnp_018066,history,has_context,easy,0,yes,no
dev_0049,dev,bnp_017579_1,bnp_017579,history,has_context,easy,0,yes,no
dev_0050,dev,bnp_000786_1,bnp_000786,history,has_context,easy,0,yes,no
dev_0051,dev,bnp_000901_0,bnp_000901,history,has_context,easy,1,yes,no
dev_0052,dev,bnp_022213_1,bnp_022213,antonym,no_context,easy,0,yes,no
dev_0053,dev,bnp_006077_1,bnp_006077,idiom_meaning,no_context,easy,0,yes,no
dev_0054,dev,bnp_001495_0,bnp_001495,science,no_context,easy,1,yes,no
dev_0055,dev,bnp_022839_1,bnp_022839,history,has_context,hard,0,yes,no
