item_id,split,condition,subject,corpus_label,votes,all_humans_disagree_with_corpus,context,question,answer
test_0111,test,has_context,reading_comprehension,correct,tawhid=wrong/entity; shejan=wrong/contradiction,yes,সালমান খানের দাদাবাড়ি বাংলাদেশের বরিশালে। তাঁর বাবা ডা. ফখরুল আমিন খান চিকিৎসক ছিলেন। তাঁর দাদা আব্দুল ওয়াহাব খান ছিলেন মুসলিম লীগের নেতা এবং পাকিস্তান জাতীয় পরিষদের স্পিকার (১৯৫৫-৫৮)। সালমানের বাবা অভিবাসী হয়ে পাড়ি জমান যুক্তরাষ্ট্রে। সেখানেই লুইজিয়ানার নিউ অরলিন্স শহরে সালমানের জন্ম (১৯৭৬) এবং বেড়ে ওঠা। ১৯৯১ সালে মাত্র ১৪ বছর বয়সেই বাবাকে হারান।[5][6],খান একাডেমী'র প্রতিষ্ঠাতা সালমান আমিন খানের বাবার নাম কী ?,প্রদত্ত অনুচ্ছেদে সালমান খানের বাবার নাম উল্লেখ নেই; শুধু বলা হয়েছে তাঁর বাবা যুক্তরাষ্ট্রে অভিবাসী হন।
test_0125,test,has_context,grammar,wrong,tawhid=correct/none; shejan=wrong/entity,no,'নর' ও 'ইন্দ্র' শব্দ দুটির সন্ধিতে নতুন শব্দ গঠিত হয় (স্বরসন্ধি)।,'নর' ও 'ইন্দ্র' শব্দ দুটির সন্ধিতে কোন শব্দ গঠিত হয়?,নরইন্দ্র
test_0126,test,has_context,others,correct,tawhid=wrong/relational; shejan=correct/none,no,তামিম ইকবালের টেস্ট অভিষেক হয় ২০০৮ সালের ৪ জানুয়ারি নিউজিল্যান্ডের বিপক্ষে ডানেডিনে। তাঁর ওয়ানডে অভিষেক হয় ২০০৭ সালে জিম্বাবুয়ের বিপক্ষে।,তামিম ইকবালের ওয়ানডে অভিষেক কোন দলের বিপক্ষে?,জিম্বাবুয়ের বিপক্ষে।
test_0128,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/contradiction,no,"মোহাম্মদ মোসাদ্দেক আলী ফালু (জন্ম ৭ এপ্রিল ১৯৬০) একজন বাংলাদেশী উদ্যোক্তা এবং একজন রাজনীতিবিদ যিনি বিএনপির সাবেক সংসদ সদস্য ছিলেন। তিনি ২০০১ থেকে ২০০৪ সাল পর্যন্ত সে সময়ের বাংলাদেশের প্রধানমন্ত্রী বেগম খালেদা জিয়ার রাজনৈতিক সচিব হিসেবে দায়িত্ব পালন করেন। ফালু ২০০৩ সালে, বাংলাদেশের প্রথম অটোমেশন ভিত্তিক বেসরকারি স্যাটেলাইট টেলিভিশন স্টেশন ইন্টারন্যাশনাল টেলিভিশন চ্যানেল লিমিটেড (এনটিভি) চালু করেন। তিনি আরও একটি বেসরকারি স্যাটেলাইট চ্যানেল আরটিভি এবং বাংলা দৈনিক পত্রিকা দৈনিক আমার দেশ প্রতিষ্ঠা করেন। তিনি টেলিভিশন চ্যানেল মালিকদের (এসটিসিও) সমিতির প্রতিষ্ঠাতা সভাপতি।",পাঠ্যাংশে “তিনি টেলিভিশন চ্যানেল মালিকদের এসটিসিও” কীভাবে বর্ণিত হয়েছে?,তিনি টেলিভিশন চ্যানেল মালিকদের (এসটিসিও) সমিতির প্রতিষ্ঠাতা সভাপতি নয়।
test_0132,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/contradiction,no,কাগজের প্রচলন চীন থেকে সারাবিশ্বে ছড়িয়ে পরে মুসলিম বিশ্বের মাধ্যমে এবং ত্রয়োদশ শতাব্দীতে মধ্যযুগের ইউরোপে কাগজের উৎপাদন শুরু হয়। যেখানে সর্বপ্রথম পানি-চালিত কাগজ উৎপাদনের কাগজকল ও কলকব্জা বা মেশিন আবিষ্কার ও নির্মাণ করা হয়।[2],"অনুচ্ছেদ অনুযায়ী, “কাগজের প্রচলন চীন সারাবিশ্বে ছড়িয়ে” প্রসঙ্গে কী তথ্য দেওয়া হয়েছে?",কাগজের প্রচলন চীন থেকে সারাবিশ্বে ছড়িয়ে পরে মুসলিম বিশ্বের মাধ্যমে এবং ত্রয়োদশ শতাব্দীতে মধ্যযুগের ইউরোপে কাগজের উৎপাদন শুরু হয় না।
test_0138,test,no_context,mathematics,correct,tawhid=wrong/fabricated; shejan=wrong/fabricated,yes,,চয়ন যদি ঘন্টায় ৪ মাইল বেগে ৫ মাইল বেড়ায় তবে চয়ন কতক্ষণ ভ্রমণ করছিল?,20
test_0158,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/contradiction,no,নিজামী ১৯৪৩ সালের ৩১শে মার্চ পাবনার সাঁথিয়া উপজেলার সলঙ্গী-মনমথপুর গ্রামে জন্মগ্রহণ করেন। ১৯৬৩ সালে কামিল এবং ১৯৬৭ সালে ঢাকা বিশ্ববিদ্যালয় থেকে স্নাতক সম্পন্ন করেন। তার পিতার নাম লুৎফর রহমান খান। ব্যক্তিগত জীবনে নিজামী সামসুন্নাহার সাথে বিবাহ বন্ধনে আবদ্ধ হন। সামসুন্নাহার ঢাকার মানারাত ইন্টারন্যাশনাল কলেজের অধ্যক্ষ হিসেবে দায়িত্ব পালন করছেন। এই দম্পত্তির চার পুত্র ও দুই কন্যা রয়েছে।,অনুচ্ছেদের ভিত্তিতে “ব্যক্তিগত জীবনে নিজামী সামসুন্নাহার সাথে” বিষয়ে কোন বক্তব্যটি সঠিক?,ব্যক্তিগত জীবনে নিজামী সামসুন্নাহার সাথে বিবাহ বন্ধনে আবদ্ধ হন নয়।
test_0169,test,has_context,law,wrong,tawhid=correct/none; shejan=correct/none,yes,বাংলাদেশের সংবিধান ১৯৭২ সালের ৪ নভেম্বর গণপরিষদে গৃহীত হয় এবং একই বছর ১৬ ডিসেম্বর বিজয় দিবসে বলবৎ হয়।,বাংলাদেশের স্বাধীনতার সাংবিধানিক যাত্রা কবে শুরু হয়েছিল?,১৯৭২ সালের ৪ নভেম্বর
test_0174,test,has_context,law,wrong,tawhid=correct/none; shejan=unsure/none,no,ভারতীয় উপমহাদেশে সাংবিধানিক ধারার বিকাশ ঘটে ১৭৭৩ সালের রেগুলেটিং অ্যাক্ট পাসের মধ্য দিয়ে এবং ক্রমান্বয়ে তা পরিবর্তিত হতে থাকে ১৯৩৫ সালের ভারত শাসন আইন পর্যন্ত।,১৮৮৫ সালে ভারতীয় জাতীয় কংগ্রেস প্রতিষ্ঠিত হয় কোন লক্ষ্যে?,সামরিক শাসন সমর্থনের লক্ষ্যে
test_0178,test,has_context,law,correct,tawhid=wrong/numeric; shejan=unsure/none,no,ভারতীয় উপমহাদেশে সাংবিধানিক ধারার বিকাশ ঘটে ১৭৭৩ সালের রেগুলেটিং অ্যাক্ট পাসের মধ্য দিয়ে এবং ক্রমান্বয়ে তা পরিবর্তিত হতে থাকে ১৯৩৫ সালের ভারত শাসন আইন পর্যন্ত।,লাহোর প্রস্তাব (পাকিস্তান প্রস্তাব) কবে গৃহীত হয়?,১৯৪০ সালের ২৩ মার্চ
test_0189,test,has_context,reading_comprehension,correct,tawhid=wrong/numeric; shejan=correct/none,no,বারবারা এস. আসকিন্স (জন্ম ১৯৩৯) একজন আমেরিকান রসায়নবিদ। তিনি অবিকশিত আলোকচিত্রের নেগেটিভ উন্নত করার একটি পদ্ধতি উদ্ভাবনের জন্য সবচেয়ে বেশি পরিচিত। এই উদ্ভাবনটি নাসা এবং চিকিৎসা শিল্পে ব্যাপকভাবে ব্যবহৃত হয়েছে। তার এই অবদানের জন্য আসকিন্স ১৯৭৮ সালে 'ন্যাশনাল ইনভেন্টর অফ দ্য ইয়ার' উপাধি লাভ করেন।,বারবারা আসকিন্স কবে জন্মগ্রহণ করেন?,আসকিন্স (জন্ম ১৯৩৯) একজন আমেরিকান রসায়নবিদ।
test_0201,test,has_context,others,correct,tawhid=wrong/numeric; shejan=correct/none,no,শরৎচন্দ্র চট্টোপাধ্যায় ১৯২৩ সালে কলকাতা বিশ্ববিদ্যালয় থেকে জগত্তারিণী স্বর্ণপদক পান। ১৯৩৬ সালে ঢাকা বিশ্ববিদ্যালয় তাঁকে ডি.লিট উপাধি দেয়।,শরৎচন্দ্র চট্টোপাধ্যায় কলিকাতা বিশ্ববিদ্যালয় থেকে জগত্তারিণী স্বর্ণপদক কত সালে পান?,১৯২৩ সালে।
test_0213,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=correct/none,yes,"ভাই গিরিশচন্দ্র সেন বর্তমান নরসিংদী জেলার পাঁচদোনা গ্রামে এক বিখ্যাত দেওয়ান বৈদ্যবংশে জন্মগ্রহণ করেন।[1] গিরিশচন্দ্রের পিতা ছিলেন মাধবরাম সেন এবং পিতামহ ছিলেন রামমোহন সেন। গিরিশচন্দ্ররা ছিলেন তিন ভাই। ঈশ্বরচন্দ্র সেন, হরচন্দ্র সেন এবং সর্বকনিষ্ঠ গিরিশচন্দ্র সেন। ভাই গিরিশচন্দ্র সেনের পরিবার ছিল অত্যন্ত গোঁড়াপন্থি। পরিবারে সনাতন ধর্মের আচরণ প্রয়োজনের তুলনায় একটু বাড়াবাড়ি রকমভাবেই মেনে চলা হতো। এমন একটি কুসংস্কারাচ্ছন্ন পরিবারে জন্ম নিয়েও গিরিশচন্দ্র সেন একজন সম্পূর্ণ সংস্কার মুক্ত মানুষ হয়েছিলেন। অন্য ধর্মের উপর গবেষণা করে খ্যাতি অর্জন করেছিলেন।",গিরিশচন্দ্র সেন কোথায় জন্মগ্রহণ করেন ?,নরসিংদী জেলার পাঁচদোনা গ্রামে
test_0233,test,has_context,others,correct,tawhid=wrong/numeric; shejan=correct/none,no,পদ্মা বহুমুখী সেতুর মূল কাঠামোতে ৪১টি স্প্যান ও ৪২টি পিয়ার রয়েছে। সেতুটির দৈর্ঘ্য ৬.১৫ কিলোমিটার।,পদ্মা সেতুতে মোট কতটি পিয়ার রয়েছে?,৪২টি।
test_0236,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/contradiction,no,"যোনি নারীর প্রজননতন্ত্রের বহির্ভাগ। যৌনসঙ্গম কালে পুরুষ তার লিঙ্গ নারীর যোনীতে প্রবিষ্ট করে এবং অঙ্গচালনার মাধ্যমে বীর্য নিক্ষেপ করে। এই বীর্য নারীর জরায়ূতে অবস্থিত ডিম্ব নিষিক্ত করে মানব ভ্রূণের জন্ম দিতে সক্ষম। অন্যদিকে, যোনী নারীর প্রধান কামাঙ্গ বা যৌনাঙ্গ। কুমারীর যোনীর অভ্যন্তরভাগে যোনিগহবর একটি পর্দা যারা আবৃত থাকে যাকে বলা হয় সতীচ্ছেদ। যৌনসঙ্গম কালে সতীচ্ছেদ ছিঁড়ে যায়। মূত্র ও নারীর মাসিক রজঃস্রাব কালে যোনী পথেই রক্তের নির্গমন হয়। স্বাভাবিক অবস্তায় যোনীপথেই মানব সন্তান ভূমিষ্ঠ হয়।[1]",পাঠ্যাংশে “স্বাভাবিক অবস্তায় যোনীপথেই মানব সন্তান” কীভাবে বর্ণিত হয়েছে?,স্বাভাবিক অবস্তায় যোনীপথেই মানব সন্তান ভূমিষ্ঠ হয় না।
test_0238,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=correct/none,yes,"লোর্কান জন টাকার (জন্ম ১০ সেপ্টেম্বর ১৯৯৬) একজন আইরিশ ক্রিকেটার এবং উইকেট-রক্ষক-ব্যাটসম্যান। তিনি ২০১৬ অনূর্ধ্ব-১৯ ক্রিকেট বিশ্বকাপের জন্য আয়ারল্যান্ডের স্কোয়াডের অংশ ছিলেন এবং সেপ্টেম্বর ২০১৬ সালে আয়ারল্যান্ড ক্রিকেট দলের হয়ে তার আন্তর্জাতিক অভিষেক হয়। তিনি বর্তমানে ইন্টারন্যাশনাল লিগ টি২০য়ে এমআই এমিরেট্‌সের হয়ে খেলেন। জানুয়ারি ২০২০-এ, তিনি ছিলেন ক্রিকেট আয়ারল্যান্ড থেকে কেন্দ্রীয় চুক্তিতে ভূষিত হওয়া উনিশজন খেলোয়াড়দের মধ্যে একজন, প্রথম বছর যেখানে সমস্ত চুক্তি সম্পূর্ণ সময়ের ভিত্তিতে দেওয়া হয়েছিল। ২০২২ সালে তিনি আরও দুই বছরের চুক্তিতে ভূষিত হন।",লোর্কান টাকার কবে জন্মগ্রহণ করেন?,১০ সেপ্টেম্বর ১৯৯৬
test_0243,test,has_context,history,correct,tawhid=wrong/numeric; shejan=correct/none,no,"তাঁর ইংরেজি রচনাবলি হচ্ছে: Responses in the Living and Non-living (1902), Plant Responses as a Means of Physiological Investigations (1906), Comparative Electrophysiology (1907), Physiology of the Ascent of Sap (1923), Physiology of Photosynthesis (1924), Nervous Mechanism of Plants (1925), Collected Physical Papers (1927), Motor Mechanism of Plants (1928), Growth and Tropic Movement in Plants (1929)।",জগদীশচন্দ্র বসুর 'Nervous Mechanism of Plants' গ্রন্থটি কত সালে প্রকাশিত হয়?,১৯২৫ সালে
test_0252,test,no_context,law,wrong,tawhid=correct/none; shejan=wrong/fabricated,no,,"স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ৫৬-এর বিষয় কী?",বাজেট
test_0253,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/entity,no,"চূর্ণী পরে যাদবপুর বিশ্ববিদ্যালয়ের ছাত্রী থাকাকালীন ,১৯৮৭ সালে সুমন মুখোপাধ্যায়ের ও হবু স্বামী কৌশিক গাঙ্গুলির সঙ্গে একটি নাটিকের দল গঠন করেন। [3] চূর্ণী চিত্র পরিচালক কৌশিক গাঙ্গুলিকে বিবাহ করেন এবং তাঁদের একটি পুত্র সন্তান আছে।পুত্রের নাম উজান গাঙ্গুলি।[4]",চূর্ণী গাঙ্গুলির স্বামীর নাম কী ?,সুমন গাঙ্গুলিকে
test_0263,test,no_context,grammar,correct,tawhid=wrong/fabricated; shejan=correct/none,no,,কোনটি মধ্যাবস্থিত পশ্চাৎ স্বরধ্বনি?,ও
test_0264,test,has_context,others,correct,tawhid=wrong/relational; shejan=correct/none,no,কোরআনের প্রথম দিকের অনুবাদ ফারসি ভাষায় হয় বলে সাধারণ জ্ঞানসূত্রে উল্লেখ করা হয়। বাংলা ভাষায় পূর্ণাঙ্গ কোরআন অনুবাদের কৃতিত্ব গিরিশচন্দ্র সেনের।,প্রথম কোন ভাষায় কুরআনের অনুবাদ হয় ?,ফারসি ভাষায়।
test_0269,test,no_context,mathematics,correct,tawhid=wrong/fabricated; shejan=wrong/fabricated,yes,,সুপের একটি পরিবেশনে ১ কাপ সবজি এবং ২.৫ কাপ ঝোল থাকে। ৮টি পরিবেশনের জন্য কত পরিমান সবজি এবং ঝোল একত্রিত করতে হবে?,১৪
test_0272,test,no_context,synonym,correct,tawhid=wrong/fabricated; shejan=correct/none,no,,“গোষ্ঠী” শব্দের সমার্থক শব্দ কোনটি?,প্রবর
test_0288,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/contradiction,no,"ভীষ্ম প্রবল পরাক্রান্ত হয়ে উঠলে স্বয়ং কৃষ্ণ তাকে প্রতিরোধ করতে গিয়ে 'যুদ্ধে যোগদান না করার' প্রতিজ্ঞা ভঙ্গ করেন। যুদ্ধের ১০ম দিনে অর্জুন শিখণ্ডীকে (পূর্বজন্মে অম্বা) সাথে রেখে নিরস্ত্র ভীষ্মের ওপর ক্রমাগত বাণবর্ষণ করতে থাকেন ও এই বাণ দ্বারা ভীষ্ম শরশয্যায় শায়িত হয় ও তার পতন ঘটে। কৌরব পক্ষের সেনাপতি হন অস্ত্রগুরু দ্রোন। অর্জুনের পুত্র অভিমন্যু কৌরবদের চক্রব্যুহে প্রবেশ করলেও বের হবার উপায় না জানায় একা ‘সপ্তরথী’র সাথে যুদ্ধ করে নিহত হয়। এরপর কৃষ্ণের মন্ত্রণায় ভীম অশ্বত্থামা নামে একটি হাতিকে মারে ও সত্যবাদী যুধিষ্ঠির দ্রোণকে তাঁর পুত্রের মৃত্যুর মিথ্যা সংবাদ জানায় (“অশ্বত্থামা হত, ইতি গজ।”)। শোকে দ্রোণ অস্ত্রত্যাগ করলে দ্রৌপদীর ভ্রাতা ধৃষ্টদ্যুম্ন তাঁকে বধ করেন। ভীম দুঃশাসনের বুক চিরে রক্তপান করেন। সেনাপতি কর্ণ সারথি হিসেবে পান মহাবীর শল্যকে। কর্ণ ও অর্জুনের প্রবল দ্বৈরথ হয়। কর্ণ-অর্জুনের যুদ্ধে কর্ণের রথের চাকা মাটিতে বসে যায় ও কর্ণ চাকা তুলতে গেলেঅর্জুন তাঁকে বধ করেন। যুধিষ্ঠির শল্যকে ও সহদেব শকুনিকে বধ করেন। একে একে সবার মৃত্যু হয়। শেষে ভীম কৃষ্ণের ইঙ্গিতে অন্যায়ভাবে গদা দ্বারা দুর্যোধনের ঊরুভঙ্গ করে তাঁকে বধ করেন। কিন্তু গভীর রাতে অশ্বত্থামা পাণ্ডব শিবিরে প্রবেশ করে দ্রৌপদীর পঞ্চপুত্র, ধৃষ্টদ্যুম্ন প্রভৃতিদের হত্যা করেন। ক্রুদ্ধ পাণ্ডবেরা অশ্বত্থামার মস্তকের মণি হরণ করেন ও জরাগ্রস্ত অমর অশ্বত্থামা নিরুদ্দিষ্ট হন।",পাঠ্যাংশ অনুসারে “শেষে ভীম কৃষ্ণের ইঙ্গিতে অন্যায়ভাবে” সম্পর্কিত উত্তর দিন।,শেষে ভীম কৃষ্ণের ইঙ্গিতে অন্যায়ভাবে গদা দ্বারা দুর্যোধনের ঊরুভঙ্গ করে তাঁকে বধ করেন না।
test_0289,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/contradiction,no,"সার্বভৌমত্ব বলতে কোন দেশ বা রাষ্ট্রের নিজের অভ্যন্তরীন এবং অন্যান্যরাষ্ট্রের সঙ্গে সম্পর্ক নির্ধারণের চূড়ান্ত ক্ষমতাকে বোঝায়। সার্বভৌমত্ব কোনো পরিচালনা পর্ষদের বাইরের কোনো উৎস বা সংগঠনের হস্তক্ষেপ ছাড়া কাজ করার পূর্ণ অধিকার ও ক্ষমতা। রাজনৈতিক তত্ত্ব অনুযায়ী, সার্বভৌমত্ব কোনো একটি রাষ্ট্রব্যবস্থার উপর সর্বোচ্চ ক্ষমতা নির্দেশকারী একটি গুরুত্বপূর্ণ পরিভাষা। এটি রাষ্ট্রগঠনের সার্বভৌমত্বকেন্দ্রিক মতবাদের একটি মূলনীতি।",পাঠ্যাংশ থেকে “সার্বভৌমত্ব কোনো পরিচালনা পর্ষদের বাইরের” সম্পর্কিত সঠিক তথ্যটি লিখুন।,সার্বভৌমত্ব কোনো পরিচালনা পর্ষদের বাইরের কোনো উৎস বা সংগঠনের হস্তক্ষেপ ছাড়া কাজ করার পূর্ণ অধিকার ও ক্ষমতা নয়।
test_0312,test,no_context,science,correct,tawhid=wrong/fabricated; shejan=correct/none,no,,মাইক্রোসফট তাদের দ্বিতীয় খুচরা বিপনী বিতান কোথায় খোলে?,সিডনির পিট স্ট্রিট মল
test_0320,test,has_context,law,correct,tawhid=wrong/numeric; shejan=unsure/none,no,ভারতীয় উপমহাদেশে সাংবিধানিক ধারার বিকাশ ঘটে ১৭৭৩ সালের রেগুলেটিং অ্যাক্ট পাসের মধ্য দিয়ে এবং ক্রমান্বয়ে তা পরিবর্তিত হতে থাকে ১৯৩৫ সালের ভারত শাসন আইন পর্যন্ত।,মুসলিম লীগ মন্ত্রিমিশন পরিকল্পনা গ্রহণ করে কবে?,১৯৪৬ সালের ৬ জুন
test_0324,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/contradiction,no,শফি বিক্রমপুরী (৪ জুলাই ১৯৪৩ - ১৮ অক্টোবর ২০২৩) ছিলেন বাংলাদেশী চলচ্চিত্রকার ও রাজনীতিবিদ। তিনি এদেশের চলচ্চিত্র অঙ্গনের অত্যন্ত সফল এবং সকলের শ্রদ্ধাভাজন ব্যক্তি ছিলেন। তিনি ১৯৪৩ সালের ৪ঠা জুলাই মুন্সিগঞ্জ জেলার শ্রীনগর উপজেলার মত্তগ্রামে নানার বাড়ীতে জন্মগ্রহণ করেন।,অনুচ্ছেদের আলোকে “তিনি এদেশের চলচ্চিত্র অঙ্গনের অত্যন্ত” বিষয়ে প্রাসঙ্গিক তথ্যটি কী?,তিনি এদেশের চলচ্চিত্র অঙ্গনের অত্যন্ত সফল এবং সকলের শ্রদ্ধাভাজন ব্যক্তি ছিলেন না।
test_0331,test,has_context,law,correct,tawhid=wrong/relational; shejan=unsure/none,no,"ব্রাহ্ম সভা হিন্দুধর্ম সংস্কারক রাজা রামমোহন রায় (১৭৭২-১৮৩৩) কর্তৃক ১৮২৮ সালের আগস্ট মাসে প্রতিষ্ঠিত হয়, যা পরবর্তীতে ব্রাহ্ম সমাজ নামে পরিচিত হয়।",কেশবচন্দ্র সেনের কন্যার বিবাহ নিয়ে বিতর্ক সৃষ্টি হয়েছিল কার সঙ্গে?,কুচবিহারের রাজার সঙ্গে
test_0344,test,no_context,mathematics,correct,tawhid=wrong/fabricated; shejan=wrong/fabricated,yes,,"জেরিন তার কিছু ঋণ পরিশোধ করেছে। দুই মাস আগে, তিনি ১২ টাকা দিয়েছিলেন যখন গত মাসে তিনি আরও ৩ টাকা দিয়েছিলেন। যদি তার ঋণ সব মিলিয়ে ৳৫০ হয়, তবে তাকে এখনও কত টাকা দিতে হবে?",২৩
test_0346,test,no_context,grammar,correct,tawhid=correct/none; shejan=wrong/fabricated,no,,"এখন থেকেই তোমার পড়া উচিত, তবেই পরীক্ষায় প্রথম হতে পারবে।  এটা কোন বাক্যের উদাহরণ?",জটিল বাক্য
test_0362,test,has_context,others,wrong,tawhid=correct/none; shejan=wrong/numeric,no,ধারাটি একটি গুণোত্তর ধারা: প্রথম পদ ১/√২ এবং সাধারণ অনুপাত √২। n-তম পদ (1/√2)(√2)^(n−1)। এটি 8√2 হলে n=9।,ধারাটির সাধারণ অনুপাত কত?,২।
test_0387,test,no_context,science,wrong,tawhid=correct/none; shejan=wrong/fabricated,no,,বাংলাদেশে প্রায় কত প্রজাতির গেছো ব্যাঙ দেখা যায়?,১৪টি প্রজাতি
test_0388,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/contradiction,no,"এই সিরিজটি অনেক প্রকাশনা পুরস্কার ও প্রশংসা পেয়েছে। এগুলোর মধ্যে, প্রথম তিনটি বই, হ্যারি পটার অ্যান্ড দ্য ফিলোসফার্স স্টোন, হ্যারি পটার অ্যান্ড দ্য চেম্বার অফ সিক্রেটস এবং হ্যারি পটার অ্যান্ড দ্য প্রিজনার অফ আজকাবান, ১৯৯৭, ১৯৯৮, ১৯৯৯ সালে নেসলে স্মার্টিস বুক প্রাইজ পেয়েছে ৯-১১ বছর বয়সীদের শ্রেণীতে ।[14]",হ্যারি পটার সিরিজের দ্বিতীয় চলচ্চিত্রটির নাম কী ?,হ্যারি পটার অ্যান্ড দ্য চেম্বার অফ সিক্রেটস নয়।
test_0414,test,has_context,law,correct,tawhid=wrong/numeric; shejan=unsure/none,no,ভারতীয় উপমহাদেশে সাংবিধানিক ধারার বিকাশ ঘটে ১৭৭৩ সালের রেগুলেটিং অ্যাক্ট পাসের মধ্য দিয়ে এবং ক্রমান্বয়ে তা পরিবর্তিত হতে থাকে ১৯৩৫ সালের ভারত শাসন আইন পর্যন্ত।,পাকিস্তানের প্রথম গণপরিষদের সদস্য সংখ্যা প্রাথমিকভাবে কত ছিল এবং পরে বৃদ্ধি পেয়ে কত হয়?,"প্রাথমিকভাবে ৬৯ জন, পরে বৃদ্ধি পেয়ে ৭৯ জন"
test_0437,test,no_context,bcs,wrong,tawhid=correct/none; shejan=wrong/fabricated,no,,ঐতিহাসিক 'ছয়-দফা' বঙ্গবন্ধু শেখ মুজিবুর রহমান আনুষ্ঠানিকভাবে ঘোষণা করেন—,৫ ফেব্রুয়ারি ১৯৬৬
test_0451,test,has_context,history,correct,tawhid=wrong/entity; shejan=correct/none,no,লালবাজার ক্যাপ্টেন এ আর আজম চৌধুরী বনপুর ক্যাপ্টেন মোস্তাফিজুর রহমান,৮ নম্বর সেক্টরের লালবাজার উপ-সেক্টরের কমান্ডার কে ছিলেন?,ক্যাপ্টেন এ আর আজম চৌধুরী
test_0475,test,has_context,others,wrong,tawhid=correct/none; shejan=wrong/contradiction,no,"২৬৩-এর বর্গমূল ১৭-এর কম। ২, ৩, ৫, ৭, ১১ বা ১৩—কোনো মৌলিক সংখ্যা দিয়ে ২৬৩ নিঃশেষে বিভাজ্য নয়; তাই ২৬৩ মৌলিক। মূল প্রশ্নে বিকল্প না থাকায় কোনটি অমৌলিক তা নির্দিষ্ট করা যায় না।",নিচের কোনটি মৌলিক সংখ্যা নয়?,২৬৩ মৌলিক সংখ্যা নয়।
test_0476,test,has_context,reading_comprehension,correct,tawhid=wrong/entity; shejan=correct/none,no,"সুই সম্রাট ওয়েন প্রতিষ্ঠিত সুই সাম্রাজ্যের রাজধানী ছিল চাং'আন, ৫৮১ থেকে ৬০৫ সাল পর্যন্ত তা ডাক্সিন নামে পরিচিত ছিল এবং পরে ৬০৫ থেকে ৬১৪ পর্যন্ত লুওইয়াং নামে পরিচিত ছিল। সম্রাট ওয়েন এবং ইয়াং বেশ কিছু সংস্কার কাজ করেন, যার মধ্যে অন্যতম হল কৃষিতে সমতা প্রদান, যাতে অর্থনৈতিক অসমতা হ্রাস পায় এবং কৃষিতে উৎপাদন বৃদ্ধি পায়; তিন বিভাগ ও ছয় মন্ত্রণালয় পদ্ধতি; এবং প্রাচীন চীনের মুদ্রা প্রচলন ব্যবস্থাকে নির্দিষ্ট মানদণ্ডে নিয়ে আসা ও পুনরায় একত্রিত করা। তারা বৌদ্ধ ধর্মের প্রচার করে এবং লোকজনকে এই ধর্ম গ্রহণে উতসাহিত করে। এই সাম্রাজ্যের মাঝামাঝিতে সম্রাট ওয়েনের সময়ে জনসংখ্যা বৃদ্ধি স্বত্তেও কৃষি উৎপাদনের উদ্বৃত্ত দেখা যায়। তাই এই সময়কে এই সাম্রজ্যের সোনালি যুগ বলে গণ্য করা হয়।",সুই সাম্রাজ্যের প্রতিষ্ঠাতা কে ছিলেন ?,সুই সম্রাট ওয়েন (ইয়াং জিয়ান)।
test_0480,test,has_context,history,correct,tawhid=wrong/entity; shejan=correct/none,no,বিজ্ঞানী সত্যেন্দ্রনাথ বসু ১৯৫৮ সালে লন্ডনের রয়্যাল সোসাইটির ফেলো নির্বাচিত হন। তিনি ১৯৫২ সাল থেকে কিছুকাল পর্যন্ত পশ্চিমবঙ্গ রাজ্যসভার মনোনীত সদস্য হিসেবেও দায়িত্ব পালন করেন। এ লক্ষ্যে তিনি কলকাতায় 'বঙ্গীয় বিজ্ঞান পরিষদ' প্রতিষ্ঠা করেন এবং এ পরিষদের মুখপত্ররূপে মাসিক 'জ্ঞান ও বিজ্ঞান' প্রকাশ করেন। আন্তর্জাতিক খ্যাতিসম্পন্ন এই বিজ্ঞানীকে বিশ্বভারতী বিশ্ববিদ্যালয় কর্তৃপক্ষ 'দেশিকোত্তম' এবং ভারত সরকার 'পদ্মভূষণ' উপাধিতে ভূষিত করে।,সত্যেন্দ্রনাথ বসুকে বিশ্বভারতী বিশ্ববিদ্যালয় কর্তৃপক্ষ কোন উপাধিতে ভূষিত করে?,দেশিকোত্তম
