item_id,split,condition,subject,reason,corpus_label,votes,allowed_types,context,question,answer,your_decision,adjudicator_notes
test_0165,test,has_context,reading_comprehension,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/numeric,contradiction | entity | numeric | relational,"ভাই গিরিশচন্দ্র সেন বর্তমান নরসিংদী জেলার পাঁচদোনা গ্রামে এক বিখ্যাত দেওয়ান বৈদ্যবংশে জন্মগ্রহণ করেন।[1] গিরিশচন্দ্রের পিতা ছিলেন মাধবরাম সেন এবং পিতামহ ছিলেন রামমোহন সেন। গিরিশচন্দ্ররা ছিলেন তিন ভাই। ঈশ্বরচন্দ্র সেন, হরচন্দ্র সেন এবং সর্বকনিষ্ঠ গিরিশচন্দ্র সেন। ভাই গিরিশচন্দ্র সেনের পরিবার ছিল অত্যন্ত গোঁড়াপন্থি। পরিবারে সনাতন ধর্মের আচরণ প্রয়োজনের তুলনায় একটু বাড়াবাড়ি রকমভাবেই মেনে চলা হতো। এমন একটি কুসংস্কারাচ্ছন্ন পরিবারে জন্ম নিয়েও গিরিশচন্দ্র সেন একজন সম্পূর্ণ সংস্কার মুক্ত মানুষ হয়েছিলেন। অন্য ধর্মের উপর গবেষণা করে খ্যাতি অর্জন করেছিলেন।",অনুচ্ছেদের আলোকে “এমন কুসংস্কারাচ্ছন্ন পরিবারে জন্ম নিয়েও” বিষয়ে প্রাসঙ্গিক তথ্যটি কী?,এমন দুটি কুসংস্কারাচ্ছন্ন পরিবারে জন্ম নিয়েও গিরিশচন্দ্র সেন একজন সম্পূর্ণ সংস্কার মুক্ত মানুষ হয়েছিলেন।,,
test_0169,test,has_context,law,"human says correct, corpus says wrong",wrong,tawhid=correct/none; shejan=correct/none,contradiction | entity | numeric | relational,বাংলাদেশের সংবিধান ১৯৭২ সালের ৪ নভেম্বর গণপরিষদে গৃহীত হয় এবং একই বছর ১৬ ডিসেম্বর বিজয় দিবসে বলবৎ হয়।,বাংলাদেশের স্বাধীনতার সাংবিধানিক যাত্রা কবে শুরু হয়েছিল?,১৯৭২ সালের ৪ নভেম্বর,,
test_0174,test,has_context,law,marked unsure or unreadable,wrong,tawhid=correct/none; shejan=unsure/none,contradiction | entity | numeric | relational,ভারতীয় উপমহাদেশে সাংবিধানিক ধারার বিকাশ ঘটে ১৭৭৩ সালের রেগুলেটিং অ্যাক্ট পাসের মধ্য দিয়ে এবং ক্রমান্বয়ে তা পরিবর্তিত হতে থাকে ১৯৩৫ সালের ভারত শাসন আইন পর্যন্ত।,১৮৮৫ সালে ভারতীয় জাতীয় কংগ্রেস প্রতিষ্ঠিত হয় কোন লক্ষ্যে?,সামরিক শাসন সমর্থনের লক্ষ্যে,,
test_0182,test,has_context,reading_comprehension,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/contradiction,contradiction | entity | numeric | relational,"জোসেট তালামেরা বিয়ো (জন্ম ১৯ মার্চ, ১৯৫৮) একজন ফিলিপিনো জীববিজ্ঞানী এবং একাডেমিক প্রশাসক যিনি ২০১১ থেকে ২০১৪ সাল পর্যন্ত ফিলিপাইন সায়েন্স হাই স্কুল সিস্টেম-এর নির্বাহী পরিচালক হিসেবে দায়িত্ব পালন করেছেন। তিনি বিজ্ঞান ও শিক্ষায় তার অবদানের জন্য আন্তর্জাতিক স্বীকৃতি লাভ করেছেন।",প্রদত্ত তথ্য অনুযায়ী “তিনি বিজ্ঞান শিক্ষায় তার অবদানের” সম্পর্কে কী জানা যায়?,তিনি বিজ্ঞান ও শিক্ষায় তার অবদানের জন্য আন্তর্জাতিক স্বীকৃতি লাভ করে নাছেন।,,
test_0186,test,has_context,history,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/numeric,contradiction | entity | numeric | relational,ঢাকা বিশ্ববিদ্যালয় বাংলাদেশের তথা পূর্ব বাংলার প্রথম বিশ্ববিদ্যালয়। ১৯২১ সালের ১লা জুলাই এ বিশ্ববিদ্যালয়ের শিক্ষা কার্যক্রম শুরু হয়। পূর্ববঙ্গে ঢাকা বিশ্ববিদ্যালয়ের একটি গুরুত্বপূর্ণ অবদান হল একটি মুসলমান মধ্যবিত্ত সমাজ সৃষ্টি করা।,ঢাকা বিশ্ববিদ্যালয়ের শিক্ষা কার্যক্রম কবে শুরু হয়?,১৯২১ সালের ১লা আগস্ট,,
test_0196,test,has_context,history,annotators chose different types,wrong,tawhid=wrong/entity; shejan=wrong/contradiction,contradiction | entity | numeric | relational,অনেক আশা সত্বেও মুজিব-ইয়াহিয়া বৈঠক সফল হয়নি।,মুজিব-ইয়াহিয়া বৈঠক নিয়ে জনগণের আশার পরিণতি কী হয়েছিল?,বৈঠকে ক্ষমতা হস্তান্তরের একটি খসড়া চুক্তি স্বাক্ষরিত হয়,,
test_0213,test,has_context,reading_comprehension,"human says correct, corpus says wrong",wrong,tawhid=correct/none; shejan=correct/none,contradiction | entity | numeric | relational,"ভাই গিরিশচন্দ্র সেন বর্তমান নরসিংদী জেলার পাঁচদোনা গ্রামে এক বিখ্যাত দেওয়ান বৈদ্যবংশে জন্মগ্রহণ করেন।[1] গিরিশচন্দ্রের পিতা ছিলেন মাধবরাম সেন এবং পিতামহ ছিলেন রামমোহন সেন। গিরিশচন্দ্ররা ছিলেন তিন ভাই। ঈশ্বরচন্দ্র সেন, হরচন্দ্র সেন এবং সর্বকনিষ্ঠ গিরিশচন্দ্র সেন। ভাই গিরিশচন্দ্র সেনের পরিবার ছিল অত্যন্ত গোঁড়াপন্থি। পরিবারে সনাতন ধর্মের আচরণ প্রয়োজনের তুলনায় একটু বাড়াবাড়ি রকমভাবেই মেনে চলা হতো। এমন একটি কুসংস্কারাচ্ছন্ন পরিবারে জন্ম নিয়েও গিরিশচন্দ্র সেন একজন সম্পূর্ণ সংস্কার মুক্ত মানুষ হয়েছিলেন। অন্য ধর্মের উপর গবেষণা করে খ্যাতি অর্জন করেছিলেন।",গিরিশচন্দ্র সেন কোথায় জন্মগ্রহণ করেন ?,নরসিংদী জেলার পাঁচদোনা গ্রামে,,
test_0219,test,has_context,law,marked unsure or unreadable,wrong,tawhid=wrong/relational; shejan=unsure/none,contradiction | entity | numeric | relational,"১৯৭১ সালের ৭ মার্চ জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান ঢাকার রেসকোর্স ময়দানে (বর্তমান শহীদ সোহরাওয়ার্দী উদ্যান) ঐতিহাসিক ভাষণ দেন, যা বাঙালি জাতিকে স্বাধীনতা সংগ্রামের পথ দেখিয়েছিল।",বঙ্গবন্ধু শেখ মুজিবুর রহমানকে সপরিবারে হত্যা করা হয় কবে?,১৯৭৫ সালের ১৫ জুলাই,,
test_0228,test,has_context,reading_comprehension,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/entity,contradiction | entity | numeric | relational,১৯৬০ সালের আগস্ট মাসে জিয়াউর রহমানের সাথে তার বিয়ে হয়। জিয়াউর রহমানের ডাক নাম কমল। জিয়া তখন ছিলেন পাকিস্তান সেনাবাহিনীর একজন ক্যাপ্টেন। ডি এফ আই এর অফিসার হিসাবে তখন দিনাজপুরে কর্মরত ছিলেন।,বাংলাদেশ জাতীয়তাবাদী দলের প্রধান বেগম খালেদা জিয়ার স্বামীর নাম কী ছিল ?,অফিসার রহমানের,,
test_0236,test,has_context,reading_comprehension,annotators disagree on correct vs wrong,wrong,tawhid=correct/none; shejan=wrong/contradiction,contradiction | entity | numeric | relational,"যোনি নারীর প্রজননতন্ত্রের বহির্ভাগ। যৌনসঙ্গম কালে পুরুষ তার লিঙ্গ নারীর যোনীতে প্রবিষ্ট করে এবং অঙ্গচালনার মাধ্যমে বীর্য নিক্ষেপ করে। এই বীর্য নারীর জরায়ূতে অবস্থিত ডিম্ব নিষিক্ত করে মানব ভ্রূণের জন্ম দিতে সক্ষম। অন্যদিকে, যোনী নারীর প্রধান কামাঙ্গ বা যৌনাঙ্গ। কুমারীর যোনীর অভ্যন্তরভাগে যোনিগহবর একটি পর্দা যারা আবৃত থাকে যাকে বলা হয় সতীচ্ছেদ। যৌনসঙ্গম কালে সতীচ্ছেদ ছিঁড়ে যায়। মূত্র ও নারীর মাসিক রজঃস্রাব কালে যোনী পথেই রক্তের নির্গমন হয়। স্বাভাবিক অবস্তায় যোনীপথেই মানব সন্তান ভূমিষ্ঠ হয়।[1]",পাঠ্যাংশে “স্বাভাবিক অবস্তায় যোনীপথেই মানব সন্তান” কীভাবে বর্ণিত হয়েছে?,স্বাভাবিক অবস্তায় যোনীপথেই মানব সন্তান ভূমিষ্ঠ হয় না।,,
test_0238,test,has_context,reading_comprehension,"human says correct, corpus says wrong",wrong,tawhid=correct/none; shejan=correct/none,contradiction | entity | numeric | relational,"লোর্কান জন টাকার (জন্ম ১০ সেপ্টেম্বর ১৯৯৬) একজন আইরিশ ক্রিকেটার এবং উইকেট-রক্ষক-ব্যাটসম্যান। তিনি ২০১৬ অনূর্ধ্ব-১৯ ক্রিকেট বিশ্বকাপের জন্য আয়ারল্যান্ডের স্কোয়াডের অংশ ছিলেন এবং সেপ্টেম্বর ২০১৬ সালে আয়ারল্যান্ড ক্রিকেট দলের হয়ে তার আন্তর্জাতিক অভিষেক হয়। তিনি বর্তমানে ইন্টারন্যাশনাল লিগ টি২০য়ে এমআই এমিরেট্‌সের হয়ে খেলেন। জানুয়ারি ২০২০-এ, তিনি ছিলেন ক্রিকেট আয়ারল্যান্ড থেকে কেন্দ্রীয় চুক্তিতে ভূষিত হওয়া উনিশজন খেলোয়াড়দের মধ্যে একজন, প্রথম বছর যেখানে সমস্ত চুক্তি সম্পূর্ণ সময়ের ভিত্তিতে দেওয়া হয়েছিল। ২০২২ সালে তিনি আরও দুই বছরের চুক্তিতে ভূষিত হন।",লোর্কান টাকার কবে জন্মগ্রহণ করেন?,১০ সেপ্টেম্বর ১৯৯৬,,
test_0245,test,has_context,history,annotators chose different types,wrong,tawhid=wrong/numeric; shejan=wrong/entity,contradiction | entity | numeric | relational,নীতিকাব্য তোহফা (১৬৬৪) এবং সঙ্গীতবিষয়ক কাব্য রাগতালনামা।,আলাওলের নীতিকাব্যটির নাম কী এবং কোন সালে রচিত?,"সিকান্দরনামা, ১৬৭৩ সালে",,
test_0250,test,has_context,reading_comprehension,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/numeric,contradiction | entity | numeric | relational,প্রত্যেকটি মৌচাকে মৌমাছিরা বসতিবদ্ধ হয়ে একটি বড় পরিবার বা সমাজ গড়ে বাস করে ৷ আকার ও কাজের ভিত্তিতে মৌমাছিরা তিন সম্প্রদায়ে বিভক্ত:,প্রদত্ত তথ্য অনুযায়ী “প্রত্যেকটি মৌচাকে মৌমাছিরা বসতিবদ্ধ হয়ে” সম্পর্কে কী জানা যায়?,প্রত্যেকটি মৌচাকে মৌমাছিরা বসতিবদ্ধ হয়ে দুটি বড় পরিবার বা সমাজ গড়ে বাস করে ৷ আকার ও কাজের ভিত্তিতে মৌমাছিরা তিন সম্প্রদায়ে বিভক্ত:,,
test_0252,test,no_context,law,annotators disagree on correct vs wrong,wrong,tawhid=correct/none; shejan=wrong/fabricated,fabricated | overclaim,,"স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ৫৬-এর বিষয় কী?",বাজেট,,
test_0253,test,has_context,reading_comprehension,annotators disagree on correct vs wrong,wrong,tawhid=correct/none; shejan=wrong/entity,contradiction | entity | numeric | relational,"চূর্ণী পরে যাদবপুর বিশ্ববিদ্যালয়ের ছাত্রী থাকাকালীন ,১৯৮৭ সালে সুমন মুখোপাধ্যায়ের ও হবু স্বামী কৌশিক গাঙ্গুলির সঙ্গে একটি নাটিকের দল গঠন করেন। [3] চূর্ণী চিত্র পরিচালক কৌশিক গাঙ্গুলিকে বিবাহ করেন এবং তাঁদের একটি পুত্র সন্তান আছে।পুত্রের নাম উজান গাঙ্গুলি।[4]",চূর্ণী গাঙ্গুলির স্বামীর নাম কী ?,সুমন গাঙ্গুলিকে,,
test_0281,test,has_context,others,annotators chose different types,wrong,tawhid=wrong/entity; shejan=wrong/contradiction,contradiction | entity | numeric | relational,অ্যালুমিনিয়াম ফেরোম্যাগনেটিক নয় এবং সাধারণ ব্যবহারে অ-চৌম্বক পদার্থ হিসেবে শ্রেণিবদ্ধ। লোহা ফেরোম্যাগনেটিক।,লোহা কি চৌম্বক পদার্থ?,না।,,
test_0282,test,no_context,grammar,marked unsure or unreadable,wrong,tawhid=unsure/none; shejan=unreadable/none,fabricated | overclaim,,'জায়া' শব্দটি বহুব্রীহি সমাসে কী ড়স হয়?,দম জানি প,,
test_0284,test,has_context,history,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/numeric,contradiction | entity | numeric | relational,ধলঘাট সংঘর্ষের সে রাতেই গোলাগুলিতে ক্যাপ্টেন ক্যামেরনের মৃত্যুর পর পুলিশের এস. আই মনোরঞ্জন বোস পটিয়ার মিলিটারী ক্যাম্পে গিয়ে আরো ত্রিশজন সৈন্য এবং একটা লুইস গান নিয়ে সাবিত্রী দেবীর বাড়িতে ফিরে আসেন।,ক্যাপ্টেন ক্যামেরনের মৃত্যুর পর এস.আই মনোরঞ্জন বোস আর কতজন সৈন্য নিয়ে ফিরে আসেন?,আরো কুড়িজন সৈন্য।,,
test_0288,test,has_context,reading_comprehension,annotators disagree on correct vs wrong,wrong,tawhid=correct/none; shejan=wrong/contradiction,contradiction | entity | numeric | relational,"ভীষ্ম প্রবল পরাক্রান্ত হয়ে উঠলে স্বয়ং কৃষ্ণ তাকে প্রতিরোধ করতে গিয়ে 'যুদ্ধে যোগদান না করার' প্রতিজ্ঞা ভঙ্গ করেন। যুদ্ধের ১০ম দিনে অর্জুন শিখণ্ডীকে (পূর্বজন্মে অম্বা) সাথে রেখে নিরস্ত্র ভীষ্মের ওপর ক্রমাগত বাণবর্ষণ করতে থাকেন ও এই বাণ দ্বারা ভীষ্ম শরশয্যায় শায়িত হয় ও তার পতন ঘটে। কৌরব পক্ষের সেনাপতি হন অস্ত্রগুরু দ্রোন। অর্জুনের পুত্র অভিমন্যু কৌরবদের চক্রব্যুহে প্রবেশ করলেও বের হবার উপায় না জানায় একা ‘সপ্তরথী’র সাথে যুদ্ধ করে নিহত হয়। এরপর কৃষ্ণের মন্ত্রণায় ভীম অশ্বত্থামা নামে একটি হাতিকে মারে ও সত্যবাদী যুধিষ্ঠির দ্রোণকে তাঁর পুত্রের মৃত্যুর মিথ্যা সংবাদ জানায় (“অশ্বত্থামা হত, ইতি গজ।”)। শোকে দ্রোণ অস্ত্রত্যাগ করলে দ্রৌপদীর ভ্রাতা ধৃষ্টদ্যুম্ন তাঁকে বধ করেন। ভীম দুঃশাসনের বুক চিরে রক্তপান করেন। সেনাপতি কর্ণ সারথি হিসেবে পান মহাবীর শল্যকে। কর্ণ ও অর্জুনের প্রবল দ্বৈরথ হয়। কর্ণ-অর্জুনের যুদ্ধে কর্ণের রথের চাকা মাটিতে বসে যায় ও কর্ণ চাকা তুলতে গেলেঅর্জুন তাঁকে বধ করেন। যুধিষ্ঠির শল্যকে ও সহদেব শকুনিকে বধ করেন। একে একে সবার মৃত্যু হয়। শেষে ভীম কৃষ্ণের ইঙ্গিতে অন্যায়ভাবে গদা দ্বারা দুর্যোধনের ঊরুভঙ্গ করে তাঁকে বধ করেন। কিন্তু গভীর রাতে অশ্বত্থামা পাণ্ডব শিবিরে প্রবেশ করে দ্রৌপদীর পঞ্চপুত্র, ধৃষ্টদ্যুম্ন প্রভৃতিদের হত্যা করেন। ক্রুদ্ধ পাণ্ডবেরা অশ্বত্থামার মস্তকের মণি হরণ করেন ও জরাগ্রস্ত অমর অশ্বত্থামা নিরুদ্দিষ্ট হন।",পাঠ্যাংশ অনুসারে “শেষে ভীম কৃষ্ণের ইঙ্গিতে অন্যায়ভাবে” সম্পর্কিত উত্তর দিন।,শেষে ভীম কৃষ্ণের ইঙ্গিতে অন্যায়ভাবে গদা দ্বারা দুর্যোধনের ঊরুভঙ্গ করে তাঁকে বধ করেন না।,,
test_0289,test,has_context,reading_comprehension,annotators disagree on correct vs wrong,wrong,tawhid=correct/none; shejan=wrong/contradiction,contradiction | entity | numeric | relational,"সার্বভৌমত্ব বলতে কোন দেশ বা রাষ্ট্রের নিজের অভ্যন্তরীন এবং অন্যান্যরাষ্ট্রের সঙ্গে সম্পর্ক নির্ধারণের চূড়ান্ত ক্ষমতাকে বোঝায়। সার্বভৌমত্ব কোনো পরিচালনা পর্ষদের বাইরের কোনো উৎস বা সংগঠনের হস্তক্ষেপ ছাড়া কাজ করার পূর্ণ অধিকার ও ক্ষমতা। রাজনৈতিক তত্ত্ব অনুযায়ী, সার্বভৌমত্ব কোনো একটি রাষ্ট্রব্যবস্থার উপর সর্বোচ্চ ক্ষমতা নির্দেশকারী একটি গুরুত্বপূর্ণ পরিভাষা। এটি রাষ্ট্রগঠনের সার্বভৌমত্বকেন্দ্রিক মতবাদের একটি মূলনীতি।",পাঠ্যাংশ থেকে “সার্বভৌমত্ব কোনো পরিচালনা পর্ষদের বাইরের” সম্পর্কিত সঠিক তথ্যটি লিখুন।,সার্বভৌমত্ব কোনো পরিচালনা পর্ষদের বাইরের কোনো উৎস বা সংগঠনের হস্তক্ষেপ ছাড়া কাজ করার পূর্ণ অধিকার ও ক্ষমতা নয়।,,
test_0296,test,has_context,history,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/entity,contradiction | entity | numeric | relational,ঢাকেশ্বরী মন্দিরটি সেন রাজবংশের রাজা বল্লাল সেন দ্বাদশ শতাব্দীতে প্রতিষ্ঠা করেন; উল্লেখ্য পাল রাজবংশও বাংলার আরেকটি প্রাচীন রাজবংশ ছিল।,ঢাকেশ্বরী মন্দির কোন রাজবংশের রাজা প্রতিষ্ঠা করেন?,পাল রাজবংশ,,
test_0303,test,has_context,history,marked unsure or unreadable,wrong,tawhid=unsure/none; shejan=unsure/none,contradiction | entity | numeric | relational,"১৯৭৩ এর অর্ডিন্যান্স চালু হওয়ার পর থেকে বিশ্ববিদ্যালয়ের শিক্ষকবৃন্দ নীল, সাদা ও গোলাপী এই তিন রঙের প্যানেলে বিভক্ত হয়ে বিশ্ববিদ্যালয়ের বিভিন্ন নির্বাচনে অংশগ্রহণ করছেন।",১৯৭৩ এর অর্ডিন্যান্সের পর থেকে ঢাকা বিশ্ববিদ্যালয়ের শিক্ষকরা কয়টি প্যানেলে বিভক্ত হয়ে নির্বাচনে অংশ নেন?,"তিনটি (নীল, সাদা ও গোলাপি)",,
test_0316,test,has_context,grammar,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/entity,contradiction | entity | numeric | relational,'গো' ও 'অক্ষ' শব্দ দুটির সন্ধিতে নতুন শব্দ গঠিত হয় (নিপাতনে সিদ্ধ স্বরসন্ধি)।,'গো' ও 'অক্ষ' শব্দ দুটির সন্ধিতে কোন শব্দ গঠিত হয়?,গোঅক্ষ,,
test_0317,test,has_context,history,annotators chose different types,wrong,tawhid=wrong/entity; shejan=wrong/contradiction,contradiction | entity | numeric | relational,জিন্নাহর এই বাংলা বিরোধী স্পষ্ট অবস্থানের ফলে পূর্ব পাকিস্তানে ভাষা আন্দোলন আরো বেশি গ্রহণযোগ্যতা লাভ করে এবং আন্দোলন ঢাকার বাইরেও ছড়িয়ে পড়ে।,জিন্নাহর বাংলাবিরোধী অবস্থানের ফলে ভাষা আন্দোলন কী প্রভাব লাভ করে?,আন্দোলন সাময়িকভাবে স্তিমিত হয়ে যায়,,
test_0324,test,has_context,reading_comprehension,annotators disagree on correct vs wrong,wrong,tawhid=correct/none; shejan=wrong/contradiction,contradiction | entity | numeric | relational,শফি বিক্রমপুরী (৪ জুলাই ১৯৪৩ - ১৮ অক্টোবর ২০২৩) ছিলেন বাংলাদেশী চলচ্চিত্রকার ও রাজনীতিবিদ। তিনি এদেশের চলচ্চিত্র অঙ্গনের অত্যন্ত সফল এবং সকলের শ্রদ্ধাভাজন ব্যক্তি ছিলেন। তিনি ১৯৪৩ সালের ৪ঠা জুলাই মুন্সিগঞ্জ জেলার শ্রীনগর উপজেলার মত্তগ্রামে নানার বাড়ীতে জন্মগ্রহণ করেন।,অনুচ্ছেদের আলোকে “তিনি এদেশের চলচ্চিত্র অঙ্গনের অত্যন্ত” বিষয়ে প্রাসঙ্গিক তথ্যটি কী?,তিনি এদেশের চলচ্চিত্র অঙ্গনের অত্যন্ত সফল এবং সকলের শ্রদ্ধাভাজন ব্যক্তি ছিলেন না।,,
test_0333,test,has_context,law,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/entity,contradiction | entity | numeric | relational,সরকার ইউনিয়ন পরিষদের জন্য প্রাক প্রকাশনার মাধ্যমে আদর্শ কর তফসিল প্রণয়ন করিতে পারিবে এবং অনুরূপ তফসিল চূড়ান্তভাবে প্রকাশিত হইলে উক্ত আদর্শ কর তফসিলে উল্লিখিত করের পরিমাণ সকল পরিষদের জন্য নমুনা হিসাবে গণ্য হইবে।,"প্রদত্ত প্রসঙ্গ অনুযায়ী স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ৬৬ সম্পর্কে কী বলা হয়েছে?",সরকার উপজেলা পরিষদের জন্য প্রাক প্রকাশনার মাধ্যমে আদর্শ কর তফসিল প্রণয়ন করিতে পারিবে এবং অনুরূপ তফসিল চূড়ান্তভাবে প্রকাশিত হইলে উক্ত আদর্শ কর তফসিলে উল্লিখিত করের পরিমাণ সকল পরিষদের জন্য নমুনা হিসাবে গণ্য হইবে।,,
test_0347,test,has_context,reading_comprehension,annotators chose different types,wrong,tawhid=wrong/entity; shejan=wrong/numeric,contradiction | entity | numeric | relational,বাংলাদেশে সাধারণত তিন প্রজাতির মৌমাছি পাওয়া যায়।,মোট কতগুলি প্রজাতির মৌমাছি দেখা যায় ?,বাংলাদেশে সাধারণত চার প্রজাতির মৌমাছি দেখা যায়।,,
test_0350,test,has_context,reading_comprehension,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/entity,contradiction | entity | numeric | relational,"বস্তুত, কাগজ শব্দটি আরবী মূলক। এছাড়া দোয়াত, কলমও এজাতীয় আরবি শব্দ। সুতরাং কাগজ শব্দটি আরবি হলেও প্রাচীন হিন্দুরাজ্য সময়ে ভারতে কাগজের ব্যবহার ছিল এমনটা মনে করা হয়।[4]",প্রদত্ত অনুচ্ছেদে “এছাড়া দোয়াত কলমও এজাতীয় আরবি” সম্পর্কে মূল বক্তব্যটি কী?,"এছাড়া দোয়াত, কলমও এজাতীয় ফারসি শব্দ।",,
test_0357,test,has_context,reading_comprehension,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/numeric,contradiction | entity | numeric | relational,"রিচার্ড উইড উইডমার্ক (ডিসেম্বর ২৬, ১৯১৪-মার্চ ২৪, ২০০৮) একজন মার্কিন চলচ্চিত্র, মঞ্চ, এবং টেলিভিশন অভিনেতা ও প্রযোজক। তিনি তাঁর সর্বপ্রথম অভিনীত চলচ্চিত্র “কিস অফ ডেথ” – এ টমি উডো নামে একজন খলনায়কের ভূমিকায় অভিনয়ের জন্য অস্কার মনোনয়ন পেয়েছিলেন। তিনি গোল্ডেন গ্লোব জয়ী হন সবচেয়ে উজ্জ্বল নবাগত হিসেবে। অভিনয় জীবনের শুরুর দিকে তিনি নোয়া চলচ্চিত্রে খলনায়কের ভূমিকায় বেশী অভিনয় করেন, তবে পরে তিনি নায়কের চরিত্রে অভিনয় করেন ওয়েস্টার্ন, নাট্য এবং ভয়ের চলচ্চিত্রে। চলচ্চিত্র জগতে অবদানের জন্য হলিউড ওয়াক অফ ফেইম-এ উইডমার্কের একটি তারকা আছে।",অনুচ্ছেদের আলোকে “চলচ্চিত্র জগতে অবদানের জন্য হলিউড” বিষয়ে প্রাসঙ্গিক তথ্যটি কী?,চলচ্চিত্র জগতে অবদানের জন্য হলিউড ওয়াক অফ ফেইম-এ উইডমার্কের দুটি তারকা আছে।,,
test_0362,test,has_context,others,annotators disagree on correct vs wrong,wrong,tawhid=correct/none; shejan=wrong/numeric,contradiction | entity | numeric | relational,ধারাটি একটি গুণোত্তর ধারা: প্রথম পদ ১/√২ এবং সাধারণ অনুপাত √২। n-তম পদ (1/√2)(√2)^(n−1)। এটি 8√2 হলে n=9।,ধারাটির সাধারণ অনুপাত কত?,২।,,
test_0364,test,has_context,history,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/numeric,contradiction | entity | numeric | relational,"কলকাতা বিশ্ববিদ্যালয় কমিশন ঢাকা বিশ্ববিদ্যালয় প্রতিষ্ঠার ব্যাপারে তেরোটি সুপারিশ করেছিল, এবং কিছু রদবদল সহ তা ১৯২০ সালের ভারতীয় আইন সভায় গৃহীত হয়। ভারতের তদানীন্তন গভর্নর জেনারেল ১৯২০ সালের ২৩শে মার্চ তাতে সম্মতি প্রদান করেন। স্যাডলার কমিশনের অন্যতম সদস্য লন্ডন বিশ্ববিদ্যালয়ের একাডেমিক রেজিস্টার পি. জে. হার্টগ ১৯২০ সালের ১লা ডিসেম্বর ঢাকা বিশ্ববিদ্যালয়ের উপাচার্য হিসেবে নিয়োগ প্রাপ্ত হন। ১৯২১ সালের ১লা জুলাই ঢাকা বিশ্ববিদ্যালয় আনুষ্ঠানিক ভাবে কার্যক্রম শুরু করে।",কলকাতা বিশ্ববিদ্যালয় কমিশনের সুপারিশে মোট কতটি সুপারিশ ছিল ঢাকা বিশ্ববিদ্যালয় প্রতিষ্ঠা নিয়ে?,পনেরোটি সুপারিশ,,
test_0373,test,has_context,history,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/numeric,contradiction | entity | numeric | relational,২০০৮ সালের ৭ অক্টোবর সৌরভ ঘোষণা করেন যে সেই মাসে শুরু হতে চলা টেস্ট সিরিজটিই হবে তার জীবনের সর্বশেষ টেস্ট সিরিজ।,সৌরভ কবে ঘোষণা করেন যে আসন্ন টেস্ট সিরিজই হবে তার শেষ টেস্ট সিরিজ?,৭ নভেম্বর ২০০৮।,,
test_0378,test,has_context,law,marked unsure or unreadable,wrong,tawhid=wrong/numeric; shejan=unsure/none,contradiction | entity | numeric | relational,"১৯৭১ সালের ৭ মার্চ জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান ঢাকার রেসকোর্স ময়দানে (বর্তমান শহীদ সোহরাওয়ার্দী উদ্যান) ঐতিহাসিক ভাষণ দেন, যা বাঙালি জাতিকে স্বাধীনতা সংগ্রামের পথ দেখিয়েছিল।",বঙ্গবন্ধু শেখ মুজিবুর রহমানের নেতৃত্বে আওয়ামী লীগ পাকিস্তানিদের বিরুদ্ধে কত বছর ধরে ন্যায্য অধিকার আদায়ের সংগ্রাম করেছিল বলে উল্লেখ আছে?,দীর্ঘ ৯ বছর,,
test_0387,test,no_context,science,annotators disagree on correct vs wrong,wrong,tawhid=correct/none; shejan=wrong/fabricated,fabricated | overclaim,,বাংলাদেশে প্রায় কত প্রজাতির গেছো ব্যাঙ দেখা যায়?,১৪টি প্রজাতি,,
