item_id,condition,context,question,answer,your_label,your_type,your_difficulty,your_notes
train_0558,no_context,,১৯৮১ সালে বাজারে আসা আই.বি.এম কোম্পানির কম্পিউটারটির নাম কী?,পার্সোনাল কম্পিউটার (পিসি),correct,none,easy,
train_0559,has_context,মিশরের প্রথম রাজবংশের ফারাওদের অধীনেই মিশর প্রথম একটি ঐক্যবদ্ধ রাজ্য হিসেবে আত্মপ্রকাশ করে। শুরুর দিকে এর প্রশাসনিক কেন্দ্র ছিল থিনিস।[1] দ্বিতীয় রাজবংশের সাথে একত্রে প্রথম রাজবংশের শাসনকালকে মিশরের আদি রাজত্ব হিসেবে সাধারণভাবে গণ্য করা হয়ে থাকে।,মিশরের প্রথম রাজবংশের নাম কী ?,ফারাও নয়।,unsure,none,hard,"asked dynasty name, answer is a negation rather than a name"
train_0560,no_context,,'সওগাত' পত্রিকার সম্পাদক কে ছিলেন?,কাজী নজরুল ইসলাম,wrong,fabricated,easy,
train_0561,has_context,"ঐতিহাসিক নীহাররঞ্জন রায় উল্লেখ করেছেন, পালরাজদের জন্মভূমি বরেন্দ্রী, তাঁরা তাঁদের রাজবংশ প্রতিষ্ঠায় বৈশিষ্ট্যগতভাবে বাঙালি ছিলেন।",কোন ঐতিহাসিক বলেছেন পাল রাজাদের জন্মভূমি বরেন্দ্রী এবং তাঁরা বৈশিষ্ট্যগতভাবে বাঙালি ছিলেন?,নীহাররঞ্জন রায়।,correct,none,easy,
train_0562,no_context,,‘কথা’ ও ‘উপকথন’ শব্দ দুটির সন্ধিতে কোন শব্দ গঠিত হয়?,কথোপকথন,correct,none,hard,
train_0563,has_context,"অনির্বাণ ভট্টাচার্য (জন্ম: ৭ অক্টোবর ১৯৮৬) একজন ভারতীয় বাঙালি মঞ্চ ও চলচ্চিত্র অভিনেতা। তিনি অনেক জনপ্রিয় মঞ্চ নাটকে প্রধান ভূমিকায় অভিনয় করেছেন। মনোজ মিত্র রচিত, দেবেশ চট্টোপাধ্যায় পরিচালিত দেবি সর্বমস্তা ছিল তাঁর প্রথম সফল মঞ্চ নাটক। তাঁর অন্যান্য উল্লেখযোগ্য মঞ্চ নাটকগুলি হল অ্যান্টনি সৌদামিনী, নাগমণ্ডলা ( গিরিশ কর্ণাদ এর প্রখ্যাত নাটক), যারা আগুন লাগায়, বিসর্জন, এফএম মহানগর, কারু বাসনা, অদ্য শেষ রজনী, অথৈ ইত্যাদি। ২০১৭ সালে,অদ্য শেষ রজনী তে সেরা অভিনেতা হিসাবে মাহিন্দ্রা এক্সিলেন্স ইন থিয়েটার অ্যাওয়ার্ডস (মেটা) পেয়েছিলেন। ২০১৫ সালে, তিনি জি বাংলার টেলিফিল্ম কাদের কুলের বউ দিয়ে চল","অনুচ্ছেদ অনুযায়ী, “২০১৭ অদ্য শেষ রজনী তে” প্রসঙ্গে কী তথ্য দেওয়া হয়েছে?","২০১৭ সালে,অদ্য শেষ রজনী তে সেরা অভিনেতা হিসাবে মাহিন্দ্রা এক্সিলেন্স ইন থিয়েটার অ্যাওয়ার্ডস (মেটা) পেয়েছিলেন।",correct,none,hard,
train_0564,has_context,১৯৩৬ সালে তিনি ত্রিপুরা (বর্তমান কুমিল্লা) জেলা বোর্ডের সদস্য নির্বাচিত হন।,ধীরেন্দ্রনাথ দত্ত কত সালে ত্রিপুরা জেলা বোর্ডের সদস্য নির্বাচিত হন?,১৯৩৯ সালে,wrong,numeric,hard,
train_0565,no_context,,"""ডাকাবুকা"" এর ভাবার্থ কী?",গেলার ভঙ্গি সহকারে অসহায়ত্ব প্রকাশ করা। ইতস্তত করা,wrong,fabricated,easy,
train_0566,has_context,"কম্পিউটার আবিষ্কার এবং এর ব্যবহারের শুরুর দিকেই তথ্য তৈরী, সংরক্ষণ এবং খোঁজার কাজটি বেশ গুরুত্বপূর্ণ হয়ে উঠেছিলো। সর্বপ্রথম ১৯৬০ সালে, বিখ্যাত কম্পিউটার বিজ্ঞানী চার্লস বাকম্যান ডিবিএমএস তৈরী করেন। তিনি তখন জেনারেল ইলেট্রিকে কর্মরত ছিলেন। সেই ডিবিএমএসটির নাম দেয়া হয়েছিলো, ইন্টিগ্রেটেড ডাটা স্টোর(আইডিএস) । ষাটের দশকের শেষের দিকে আইবিএম ইনফরমেশন ম্যানেজমেন্ট সিস্টেম নামে একটি ডিবিএমএস তৈরী করে। এই সফটওয়্যারটিই, তথ্যকে শ্রেনীক্রম অনুসারে কিভাবে সাজানো যায় তার একটি ধারনা দিয়েছিলো, যা বর্তমানে হায়ারারকিকাল ডাটা মডেল নামে পরিচিত। ১৯৭০ সালে এটস্খার কড, তথ্যকে পরিবেশন করার নতুন একটা মডেলের প্রস্তাব দেন। তিনি তখন আইবিএম'র স্যান হোস গবেষণাগারে কর্মরত ছিলেন। এই ধারনাটিই রিলেশনাল ডাটা মডেল নামে পরিচিত। ডিবিএমসের ক্রমবিকাশের সবচেয়ে গুরুত্বপূর্ণ অধ্যায় শুরু হয়, ইন্টারনেটের আবিষ্কার এবং এর বহুল ব্যবহারের পর থেকে। এখন ওয়েবসাইট ভিত্তিক ডাটাবেজকে উন্নত করার জন্য নানা ধরনের গবেষণা চলছে। [1]",অনুচ্ছেদের আলোকে “তিনি তখন আইবিএম স্যান হোস” বিষয়ে প্রাসঙ্গিক তথ্যটি কী?,তিনি তখন আইবিএম'র স্যান হোস গবেষণাগারে কর্মরত ছিলেন।,correct,none,hard,
train_0567,has_context,আরমান মিয়া (জন্ম: ১০ অক্টোবর ১৯৭৭) একজন অবসরপ্রাপ্ত বাংলাদেশী পেশাদার ফুটবলার যিনি আক্রমণাত্মক মিডফিল্ডার হিসেবে খেলেন। তিনি ১৯৯৩ থেকে ২০০৬ সাল পর্যন্ত বাংলাদেশ জাতীয় দলের হয়ে খেলেছেন,আরমান মিয়া কবে জন্মগ্রহণ করেন?,১০ অক্টোবর ১৯৭৭,correct,none,easy,
train_0568,has_context,"পূর্ণিমার চলচ্চিত্রে আগমন জাকির হোসেন রাজু পরিচালিত এ জীবন তোমার আমার দিয়ে। চলচ্চিত্রটি মুক্তি পায় ১৯৯৭ সালে, তখন তিনি ক্লাস নাইনে পড়তেন। ২০০৩ সালে মুক্তি পায় তার সব থেকে সফল ছবি মতিউর রহমান পানু পরিচালিত মনের মাঝে তুমি। এটি বাংলাদেশ-ভারতের যৌথ প্রযোজনায় বাংলাদেশের সবথেকে সফল ছবির মধ্যে অন্যতম।[5] ২০০৪ সালে রাবেয়া খাতুনের উপন্যাস মেঘের পরে মেঘ অবলম্বনে চাষী নজরুল ইসলাম পরিচালিত মুক্তিযুদ্ধভিত্তিক ছায়াছবি মেঘের পরে মেঘ ছবিতে অভিনয় করেন।[6] এছাড়া কাজী নজরুল ইসলামের গল্প রাক্ষুসী নিয়ে নির্মিত চলচ্চিত্র রাক্ষুসী</i>তেও অন্যতম কেন্দ্রীয় চরিত্রে অভিনয় করেছেন। ২০০৫ সালে বিশ্বকবি রবীন্দ্রনাথ ঠাকুরের শাস্তি গল্প অবলম্বনে নির্মিত শাস্তি চলচ্চিত্র চন্দরা চরিত্রে অভিনয় করেন।[7]",অনুচ্ছেদে “এটি বাংলাদেশ ভারতের যৌথ প্রযোজনায়” প্রসঙ্গে কোন তথ্য উল্লেখ আছে?,এটি বাংলাদেশ-ভারতের যৌথ প্রযোজনায় বাংলাদেশের সবথেকে সফল ছবির মধ্যে অন্যতম।,correct,none,hard,
train_0569,has_context,বাড়িতে প্রীতিলতা তার মাকে সীতাকুন্ড যাবার কথা বলেন।,আশ্রমে যাওয়ার আগে প্রীতিলতা তার মাকে কোথায় যাওয়ার কথা বলেছিলেন?,সীতাকুণ্ড।,correct,none,easy,
train_0570,has_context,"মুনড্রাম পিরাই ১৯৮২ সালের ১৯ ফেব্রুয়ারী মুক্তি পেয়েছিল এবং পজিটিভ ক্রিটিকাল রিসেপশন পেয়েছিল। চলচ্চিত্রটি ব্যাপকভাবে ব্যবসা-সফল হয়েছিল এবং মাদ্রাজের (বর্তমানে চেন্নাই) এর 'সত্যম থিয়েটার' এ ৩৭৯ দিন ও অন্যান্য থিয়েটারে ২০০ দিন চলেছিল। দুটি জাতীয় চলচ্চিত্র পুরষ্কার জিতে ছিল মুনড্রাম পিরাই, একটি সেরা অভিনেতা (কামাল হাসান) এবং আরেকটি সেরা সিনেমাটোগ্রাফী (বলু মহেন্দ্র)। এটি বলুকে ফিল্মফেয়ার পুরষ্কারও এনে দিয়েছিল সেরা পরিচালক হিসেবে এবং পাঁচটি 'তামিলনাড়ু স্টেট চলচ্চিত্র পুরষ্কার' জিতেছিল এই চলচ্চিত্রটিঃ বেস্ট ফিল্ম (থার্ড প্রাইজ), বেস্ট অভিনেতা (কামাল হাসান) এবং বেস্ট অভিনেত্রী (শ্রীদেবী)। চলচ্চিত্রটি তেলুগু ভাষায় অনুবাদ করা হয়েছিল এবং নাম দেওয়া হয়েছিল বসন্ত কোকিলা । মহেন্দ্র পরে চলচ্চিত্রটিকে হিন্দি ভাষায় পুনঃনির্মাণ করেন এবং তার নাম দিয়েছিলেন সাদমা, যেটি মুক্তি পেয়েছিল ১৯৮৩ সালে এবং ওখানেও কামাল এবং শ্রীদেবী একই ধরণের চরিত্রে ছিলেন।[1][2][3][4][5][6][7][8][9][10]",অনুচ্ছেদের ভিত্তিতে “এটি বলুকে ফিল্মফেয়ার পুরষ্কারও এনে” বিষয়ে কোন বক্তব্যটি সঠিক?,"এটি বলুকে ফিল্মফেয়ার পুরষ্কারও এনে দিয়েছিল সেরা পরিচালক হিসেবে এবং পাঁচটি 'তামিলনাড়ু স্টেট চলচ্চিত্র পুরষ্কার' জিতেছিল এই চলচ্চিত্রটিঃ বেস্ট ফিল্ম (থার্ড প্রাইজ), বেস্ট অভিনেতা (কামাল হাসান) এবং বেস্ট অভিনেত্রী (শ্রীদেবী)।",correct,none,hard,
train_0571,has_context,১৯৭৩ সালের ১৫ ডিসেম্বর সরকারি গেজেট নোটিফিকেশন অনুযায়ী বাংলাদেশের স্বাধীনতা যুদ্ধের সাতজন বীর সন্তানকে মরণোত্তর বীরশ্রেষ্ঠ উপাধিতে ভূষিত করা হয়েছে। রুহুল আমিন সেই সাতজনের অন্যতম।[6],মোহাম্মদ রুহুল আমিন কত সালে বীর শেষ্ঠ পুরস্কার পান ?,১৯৭৩ সালের ১৫ ডিসেম্বর,correct,none,hard,
train_0572,no_context,,‘ভাবৈক্য’ শব্দের সন্ধি বিচ্ছেদ কী?,ভাব + ঐক্য,correct,none,hard,
train_0573,has_context,"বিলাল ইবনে রাবাহ ৫৮০ খ্রিস্টাব্দে হেজাজের মক্কা নগরীতে জন্মগ্রহণ করেন।[6] তার পিতা রাবাহ ছিলেন একজন আরব দাস এবং তার মাতা হামামাহ ছিলেন একজন প্রাক্তন আবিসিনিয় রাজকুমারী, যাকে আমুল-ফিল এর ঘটনার সময় আটক করে দাসী করে রাখা হয়। দাস হিসেবে জন্মানোয়, বিলাল (রা:) কেও তার মনিব উমাইয়া ইবন খালাফ এর জন্য কাজ করতে হয়। কঠোর পরিশ্রমী ছিলেন বলে বিলাল (রা:) একজন ভাল দাস হিসেবে পরিচিতি লাভ করেন এবং তার কাছেই আরবের পুতুলগুলোর ঘরের চাবি থাকতো। কিন্তু বর্ণবাদ এবং আরবের সামাজিক-রাজনৈতিক প্রেক্ষাপটের কারণে সেসময় তিনি সমাজের উচুস্তরে যেতে পারেননি।[6]","অনুচ্ছেদ অনুযায়ী, “বিলাল ইবনে রাবাহ ৫৮০ খ্রিস্টাব্দে” প্রসঙ্গে কী তথ্য দেওয়া হয়েছে?",বিলাল ইবনে রাবাহ ৫৮০ খ্রিস্টাব্দে হেজাজের মক্কা নগরীতে জন্মগ্রহণ করেন।,correct,none,hard,
train_0574,no_context,,"""ফাঁড়া কাটানো"" এর ভাবার্থ কী?",ক্ষমতার দ্বন্দ্বে রাজনৈতিক পরিস্থিতির পরিবর্তন,wrong,fabricated,easy,
train_0575,no_context,,লিও ক্যানারের সাথে প্রায় একই সময়ে একই ধরনের পর্যবেক্ষণ করেন কোন অস্ট্রীয় বিজ্ঞানী?,ব্লেজ পাস্কাল,wrong,fabricated,easy,
train_0576,has_context,'শিক্ষামন্ত্রী' শব্দটির ব্যাসবাক্য হলো: শিক্ষা বিষয়ক মন্ত্রী।,"ব্যাসবাক্য অনুযায়ী, 'শিক্ষামন্ত্রী' শব্দটি কোন সমাসের উদাহরণ?",মধ্যপদলোপী কর্মধারয়,correct,none,hard,
train_0577,no_context,,‘পুরোহিত’ শব্দের সন্ধি বিচ্ছেদ কী?,পুরঃ + হিথ,wrong,fabricated,hard,
train_0578,has_context,চট্টগ্রাম বিশ্ববিদ্যালয় কেন্দ্রিয় ছাত্র সংসদ চাকসু ভবনের ৩য় তলায় সাংবাদিক সমিতির অবস্থান।,চবি সাংবাদিক সমিতি চাকসু ভবনের কত তলায় অবস্থিত?,৩য় তলায়,correct,none,hard,
train_0579,no_context,,'অচিন' শব্দের 'অ' উপসর্গটি কোন অর্থে ব্যবহৃত?,বিয়োগান্ত,wrong,fabricated,easy,
train_0580,has_context,"আত্মহত্যা বা আত্মহনন (English: Suicide) হচ্ছে একজন নর কিংবা নারী কর্তৃক ইচ্ছাকৃতভাবে নিজের জীবন বিসর্জন দেয়া বা স্বেচ্ছায় নিজের প্রাণনাশের প্রক্রিয়াবিশেষ। ল্যাটিন ভাষায় সুই সেইডেয়ার থেকে আত্মহত্যা শব্দটি এসেছে, যার অর্থ হচ্ছে নিজেকে হত্যা করা। যখন কেউ আত্মহত্যা করেন, তখন জনগণ এ প্রক্রিয়াকে আত্মহত্যা করেছে বলে প্রচার করে। ডাক্তার বা চিকিৎসকগণ আত্মহত্যার চেষ্টা করাকে মানসিক অবসাদজনিত গুরুতর উপসর্গ হিসেবে বিবেচনা করে থাকেন। ইতোমধ্যেই বিশ্বের অনেক দেশেই আত্মহত্যার প্রচেষ্টাকে এক ধরনের অপরাধরূপে ঘোষণা করা হয়েছে।[1] অনেক ধর্মেই আত্মহত্যাকে পাপ হিসেবে বিবেচনা করা হয়।[2][3][4][5] যিনি নিজেই নিজের জীবন প্রাণ বিনাশ করেন, তিনি - আত্মঘাতক, আত্মঘাতী বা আত্মঘাতিকা, আত্মঘাতিনীরূপে সমাজে পরিচিত হন।",আত্মহত্যা শব্দটির উৎপত্তি কোথা থেকে ?,ল্যাটিন ভাষার “সুই সেইডেয়ার” থেকে।,correct,none,hard,
train_0581,has_context,"বাংলাদেশ জাতীয় জাদুঘর ২০ মার্চ, ১৯১৩ খ্রিষ্টাব্দে প্রতিষ্ঠিত হয়; পরবর্তীতে ১৯৮৩ খ্রিষ্টাব্দে এটিকে জাতীয় জাদুঘরের মর্যাদা দেওয়া হয়।",বাংলাদেশ জাতীয় জাদুঘর কত সালে প্রতিষ্ঠিত হয়?,১৯১৩ খ্রিষ্টাব্দে,correct,none,hard,
train_0582,has_context,"আর্যভট্ট (দেবনগরী: आर्यभट) (৪৭৬ – ৫৫০)[1][2] প্রাচীন ভারতের সবচেয়ে বিখ্যাত গণিতবিদদের মধ্যে একজন। ভারতের প্রথম কৃত্রিম উপগ্রহের নাম তার নামে ""আর্যভট্ট"" রাখা হয়।",প্রদত্ত তথ্য অনুযায়ী “ভারতের কৃত্রিম উপগ্রহের তার নামে” সম্পর্কে কী জানা যায়?,"ভারতের প্রথম কৃত্রিম উপগ্রহের নাম তার নামে ""আর্যভট্ট"" রাখা হয়।",correct,none,hard,
train_0583,has_context,"স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ৫৩-এর বিষয় পরিষদের তহবিল।","স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ৫৩-এর বিষয় কী?",পরিষদের তহবিল,correct,none,hard,
train_0584,has_context,"তার চলচ্চিত্র জগতে অভিষেক ঘটে ইন্দিরা (১৯৮৩) সিনেমায় শিশু শিল্পী হিসেবে। প্রাপ্ত বয়স্ক অভিনেত্রী হিসেবে তার অভিষেক ঘটে বাংলা রোমাঞ্চকর সিনেমা “এক যে আছে কন্যা” (২০০০) সিনেমার মাধ্যমে। তিনি সকলের নজরে আসেন ইংরেজী-ভাষার সিনেমা “মিঃ এন্ড মিসেস আইয়ার” (২০০২) মাধ্যমে, যার পরিচালক ছিলেন তার মা, এবং এই ছবির জন্য তিনি সেরা অভিনেত্রী হিসেবে জাতীয় পুরষ্কার অর্জন করেন। নাটকীয় চলচ্চিত্র “পেইজ-থ্রি” (২০০৫) এর মাধ্যমে তার দর্শক কর্তৃক স্বীকৃত আরো বৃদ্ধি পায়, এবং তারপর থেকে তিনি অনেক সিনেমায় অভিনয় করেন, যার বেশিরভাগ ছবিতে বাণিজ্যিকভাবে সফল না হলেও তার অভিনয় আলোচনামূলক প্রশংসা অর্জন করে। তিনি পরপর দুইবার “ফিল্মফেয়ার সেরা সহ-অভিনেত্রী” পুরস্কার অর্জন করেন, এই দুইটি সিনেমা যথাক্রমে “ওমকারা” (২০০৬) এবং “লাইফ ইন এ... মেট্রো” (২০০৭)। তার পূর্বের অভিনীত সিনেমার জন্য তিনি সেরা সহ-অভিনেত্রীর জন্য দ্বিতীয় জাতীয় পুরস্কার অর্জন করেন।[1][2]",কঙ্কনা সেন শর্মা কোন চলচ্চিত্রে অভিনয়ের জন্য জাতীয় পুরস্কার অর্জন করেন ?,মিঃ এন্ড মিসেস আইয়ার,correct,none,hard,
train_0585,no_context,,"একটি পোষা প্রাণীর দোকানে ২টি কুকুরছানা এবং কিছু বিড়ালছানা রয়েছে৷ একটি কুকুরছানা খরচ ৳২০, এবং একটি বিড়ালছানা খরচ ৳১৫. যদি স্টকের মূল্য ৳১০০ হয়, তাহলে পোষা প্রাণীর দোকানে কতগুলি বিড়ালছানা আছে?",৪,correct,none,easy,
train_0586,has_context,"ব্রাহ্ম সভা হিন্দুধর্ম সংস্কারক রাজা রামমোহন রায় (১৭৭২-১৮৩৩) কর্তৃক ১৮২৮ সালের আগস্ট মাসে প্রতিষ্ঠিত হয়, যা পরবর্তীতে ব্রাহ্ম সমাজ নামে পরিচিত হয়।","সিভিল ম্যারেজ অ্যাক্ট, ১৮৭২ অনুযায়ী বিবাহের জন্য ছেলে ও মেয়ের সর্বনিম্ন বয়স কত নির্ধারণ করা হয়েছিল?",ছেলে ২১ ও মেয়ে ১৮ বছর,wrong,numeric,hard,passage doesn't support this answer
train_0587,no_context,,POP মানে কোনটি?,Post Office Protocol,correct,none,easy,
train_0588,no_context,,'নদী'-র সমার্থক শব্দ কোনটি?,হিল্লোল,wrong,fabricated,easy,
train_0589,has_context,"গ্রহের খনিজ সম্পদ ও জৈব সম্পদ উভয়ই মানবজাতির জীবনধারণের জন্য অপরিহার্য। এই গ্রহের অধিবাসীরা প্রায় ২০০টি স্বাধীন সার্বভৌম রাষ্ট্রে সমগ্র গ্রহটিকে বিভক্ত করে বসবাস করছে। এই সকল রাষ্ট্রের মধ্যে পারস্পরিক কূটনৈতিক, পর্যটন, বাণিজ্যিক ও সামরিক সম্পর্ক বিদ্যমান। মানব সংস্কৃতি গ্রহ সম্পর্কে বিভিন্ন ধারণার জন্মদাতা। এই সব ধারণার মধ্যে রয়েছে পৃথিবীকে দেবতা রূপে কল্পনা, সমতল বিশ্ব কল্পনা এবং পৃথিবীকে মহাবিশ্বের কেন্দ্ররূপে কল্পনা। এছাড়া একটি সুসংহত পরিবেশ রূপে বিশ্বকে কল্পনা করার আধুনিক প্রবণতাও লক্ষিত হয়। এই ধারণাটি বর্তমানে প্রাধান্য অর্জন করেছে।",পৃথিবীতে বর্তমানে মোট কয়টি দেশ রয়েছে ?,২০১,wrong,numeric,hard,
train_0590,has_context,"বাল্যবিবাহ নিরোধ আইন, ২০১৭ হলো Child Marriage Restraint Act, 1929 রহিতপূর্বক সময়োপযোগী করিয়া নূতনভাবে প্রণীত একটি আইন।","বাল্যবিবাহ নিরোধ আইন, ২০১৭ কোন পুরাতন আইন রহিত করে?","Child Marriage Restraint Act, 1929",correct,none,easy,
train_0591,has_context,রাজীব গান্ধী ১৯৪৪ সালের ২০ আগস্ট জন্মগ্রহণ করেন এবং ১৯৯১ সালের ২১ মে নিহত হন।,রাজীব রত্ন গান্ধীর জন্মদিন কবে ?,২১ আগস্ট ১৯৪৪।,wrong,numeric,hard,
train_0592,no_context,,"""তুলকালাম কাণ্ড"" এর শাব্দিক অর্থ কী?",আটকাঠ (সম্ভবত আট দিক বা চারপাশের কাঠামো) এবং ঘাট (নদীর সিঁড়ি বা স্থান),wrong,fabricated,hard,"looked up: Bengali dictionary; তুলকালাম = তুমুল/সক্রোধ আস্ফালন, so neither literal gloss fits"
train_0593,no_context,,'ফলহীন' শব্দের শুদ্ধ বিপরীত শব্দ কোনটি?,ফলবান,correct,none,easy,
train_0594,has_context,উহুদের যুদ্ধ (Arabic: غزوة أحد‎ Ġazwat ‘Uḥud) ৩ হিজরির ৭ শাওয়াল (২৩ মার্চ ৬২৫ খ্রিষ্টাব্দ) উহুদ পর্বতের সংলগ্ন স্থানে সংঘটিত হয়।[2] মদিনার মুসলিম ও মক্কার কুরাইশদের মধ্যে এই যুদ্ধ সংঘটিত হয়েছে। এই দুই পক্ষের নেতৃত্বে ছিলেন যথাক্রমে মুহাম্মাদ (সা) ও আবু সুফিয়ান। ইসলামের ইতিহাসে সংঘটিত প্রধান যুদ্ধসমূহের মধ্যে এটি দ্বিতীয়। এর পূর্বে ৬২৪ সালে এই দুইপক্ষের মধ্যে বদরের যুদ্ধ সংঘটিত হয়েছিল।,বদরের যুদ্ধ কবে শুরু হয়েছিল ?,৬২৪ সালে,correct,none,hard,
train_0595,no_context,,"""গায়ে পড়া"" এর ভাবার্থ কী?","অযাচিতভাবে আলাপ করা, অনধিকার চর্চা করা",correct,none,easy,
train_0596,has_context,হায়দার-আল-আবাদি ইরাকের বর্তমান প্রধানমন্ত্রী। ফুয়াদ মাসুম দেশের রাষ্ট্রপতি।,পাঠ্যাংশ থেকে “হায়দার আল আবাদি ইরাকের প্রধানমন্ত্রী” সম্পর্কিত সঠিক তথ্যটি লিখুন।,হায়দার-আল-আবাদি ইরাকের বর্তমান প্রধানমন্ত্রী।,correct,none,hard,
train_0597,has_context,"ম্যাসিডনের তৃতীয় আলেকজান্ডার (২৩ অথবা ২৯ জুলাই ৩৫৬ খ্রিষ্টপূর্বাব্দ – ১০ অথবা ১১ জুন ৩২৩ খ্রিষ্টপূর্বাব্দ), যিনি মহান আলেকজান্ডার (Greek: Ἀλέξανδρος ὁ Μέγας, আলেক্সান্দ্রোস হো মেগাস; Koine Greek:[a.lék.san.dros ho mé.gas]iii[›]) নামে জগদ্বিখ্যাত, ছিলেন ম্যাসিডন নামক প্রাচীন গ্রিক রাজ্য[1][2][3][4][5][6][7][8][9][10][11][12][13][14][15][16][17][18][19] শাসনকারী আর্গিয়াদ রাজবংশের একজন রাজা। ৩৫৬ খ্রিস্টপূর্বাব্দে পেল্লা নামক স্থানে জন্মগ্রহণ করে আলেকজান্ডার মাত্র কুড়ি বছর বয়সে তার পিতা দ্বিতীয় ফিলিপের স্থলাভিষিক্ত হন। তার শাসনকালের অধিকাংশ সময় তিনি উত্তর-পূর্ব আফ্রিকা ও পশ্চিম এশিয়া জুড়ে সামরিক অভিযান পরিচালনা করেন এবং ত্রিশ বছর বয়সের মধ্যে তিনি মিশর থেকে উত্তর পশ্চিম ভারত পর্য্যন্ত প্রাচীন বিশ্বের বৃহত্তম সাম্রাজ্যগুলির মধ্যে অন্যতম একটি সাম্রাজ্য প্রতিষ্ঠা করেন।[20] এই অপরাজেয় সমরবিদ ইতিহাসের অন্যতম সফল সেনানায়ক হিসেবে পরিগণিত হন।[21]",অনুচ্ছেদের আলোকে “ম্যাসিডনের তৃতীয় আলেকজান্ডার ২৩ অথবা” বিষয়ে প্রাসঙ্গিক তথ্যটি কী?,"ম্যাসিডনের তৃতীয় আলেকজান্ডার (২৩ অথবা ২৯ জুলাই ৩৫৬ খ্রিষ্টপূর্বাব্দ – ১০ অথবা ১১ জুন ৩২৩ খ্রিষ্টপূর্বাব্দ), যিনি মহান আলেকজান্ডার (Greek: Ἀλέξανδρος ὁ Μέγας, আলেক্সান্দ্রোস হো মেগাস; Koine Greek: iii ) নামে জগদ্বিখ্যাত, ছিলেন ম্যাসিডন নামক প্রাচীন গ্রিক রাজ্য শাসনকারী আর্গিয়াদ রাজবংশের একজন রাজা।",correct,none,hard,
train_0598,no_context,,"""একদেশদর্শী"" এর ভাবার্থ কী?","পক্ষপাতী, পূর্বাপর বিচার করে না, সঙ্কীর্ণমনা",correct,none,easy,
train_0599,no_context,,গেছো ব্যাঙ সাধারণত কোথায় থাকতে পারে?,মাটির নিচে,wrong,fabricated,easy,
train_0600,no_context,,জ্যামিতির প্রাচীন গ্রন্থ 'Elements'-এর রচয়িতা কে?,ইউক্লিড,correct,none,easy,
train_0601,no_context,,বাংলাদেশের রাষ্ট্রপ্রধান (Head of State) কে?,রাষ্ট্রপতি,correct,none,easy,
train_0602,has_context,২৩ জুন ১৯৪৯ : ... মজলুম জননেতা মাওলানা আব্দুল হামিদ খান ভাসানীর নেতৃত্বে গঠিত হয় আওয়ামী মুসলিম লীগ। এর প্রতিষ্ঠাতা সাধারণ সম্পাদক ছিলেন শামসুল হক (টাঙ্গাইল)।,আওয়ামী মুসলিম লীগ কবে গঠিত হয়?,২৩ জুলাই ১৯৪৯,wrong,numeric,hard,
train_0603,has_context,"ম্যান্ডেলার প্রথম স্ত্রী ছিলেন ইভিলিন ন্‌তোকো মাসে। ম্যান্ডেলার মতোই তাঁরও বাড়ি ছিল ট্রান্সকেই অঞ্চলে। জোহানেসবার্গে তাঁদের দুজনের পরিচয় হয়।[73] ১৩ বছর সংসার করার পর ১৯৫৭ খ্রিস্টাব্দে তাঁদের বিবাহ বিচ্ছেদ ঘটে। ম্যান্ডেলার অনুপস্থিতি এবং সংসার ফেলে রাজনৈতিক আন্দোলনে ম্যান্ডেলার বেশি সময় দেওয়াই ছিলো এই বিয়ে ভাঙার কারণ। তার ওপর ইভিলিন ছিলেন খ্রিস্টধর্মের জেহোভা'স উইটনেস মতাদর্শের অনুসারী, যাতে রাজনৈতিক কর্মকাণ্ড নিষিদ্ধ ছিল।[74] Evelyn Mase died in 2004.[75] ইভিলিন ও ম্যান্ডেলার দুই পুত্র সন্তান (মাদিবা থেম্বেকিল (থেম্বি) (১৯৪৬-১৯৬৯) এবং মাকাগাথ ম্যান্ডেলা (১৯৫০-২০০৫)) এবং দুই কন্যা সন্তান (দুজনের নামই মাকাযিওয়ে ম্যান্ডেলা, জন্ম ১৯৪৭ ও ১৯৫৩ সালে)। প্রথম কন্যা সন্তানটি ৯ মাস বয়সে মারা যায়। দ্বিতীয় কন্যার নামটি ম্যান্ডেলা প্রথম কন্যার নামানুসারেই রাখেন।[76] ম্যান্ডেলার এই চারজন সন্তানই ওয়াটারফোর্ড কামহ্লাভা এলাকার ইউনাইটেড ওয়ার্ল্ড কলেজে পড়াশোনা করে।[77] ম্যান্ডেলার জ্যেষ্ঠ পুত্র থেম্বি ২৫ বছর বয়সে ১৯৬৯ খ্রিস্টাব্দে গাড়ি দুর্ঘটনায় মারা যান। এসময় ম্যান্ডেলা কারাগারে বন্দি ছিলেন। দক্ষিণ আফ্রিকার সরকার ম্যান্ডেলাকে তাঁর পুত্রের অন্তেষ্টিক্রিয়ায় অংশ নিতে দেয়নি।[78] মাকাতাথ ২০০৫ খ্রিস্টাব্দে ৫৪ বছর বয়সে এইডসে মারা যান। [79]",নেলসন রোলিহ্লাহ্লা ম্যান্ডেলার স্ত্রীর নাম কী ?,Evelyn ন্‌তোকো মাসে,wrong,entity,hard,
