item_id,condition,context,question,answer,your_label,your_type,your_difficulty,your_notes
train_1070,has_context,"চট্টগ্রাম বিশ্ববিদ্যালয় চট্টগ্রাম শহর থেকে প্রায় ২২ কিলোমিটার (১৪ মা) উত্তরে হাটহাজারী থানার ফতেহপুর ইউনিয়নের জঙ্গল পশ্চিম-পট্টি মৌজার ২,১০০ একর (৮৫০ হেক্টর) একর পাহাড়ি এবং সমতল ভূমির উপর অবস্থিত।",চট্টগ্রাম বিশ্ববিদ্যালয়ের বর্তমান আয়তন হেক্টরে কত?,৮৫০ হেক্টর,,,,
train_1071,has_context,১৯১২ সালে ইবনে সৌদ নজদ ও আরবের পূর্ব উপকূলে তার অভিযান সম্পন্ন করেন। এরপর তিনি ইখওয়ান নামক বাহিনী গঠন করেন। একই বছর যাযাবর বেদুইনদেরকে বিভিন্ন কলোনিতে বসতি স্থাপন করার নীতি চালু করেন।,ইখওয়ান দলটি কবে গঠিত হয় ?,১৯১০ সালে,wrong,numeric,hard,
train_1072,no_context,,কাজী নজরুল ইসলামের প্রথম কাব্যগ্রন্থের নাম কী?,অগ্নিবীণা,correct,none,easy,
train_1073,no_context,,'সওগাত' পত্রিকার সম্পাদক কে ছিলেন?,মোহাম্মদ নাসিরুদ্দিন,correct,none,easy,
train_1074,has_context,"মডেলিংয়ে সীমিত ভূমিকা রাখার পর, রাঘবেন্দ্র রাও পরিচালিত ২০১০ সালের ঝুম্মান্ডি নাডাম তেলুগু চলচ্চিত্রের মাধ্যমে চলচ্চিত্রে তার অভিষেক ঘটান তাপসী। এরপর তিনি কয়েকটি চলচ্চিত্রে কাজ করেন যেমন, আদুকালাম, ভাস্তাধু না রাজু এবং মি. পারফেক্ট। তার তামিল আদুকালাম চলচ্চিত্র ৫৮তম জাতীয় চলচ্চিত্র পুরস্কার অনুষ্ঠানে ছয়টি জাতীয় চলচ্চিত্র পুরস্কার জিতে নেয়। তিনি এছাড়াও একটি মালয়ালম চলচ্চিত্রে কাজ করেছেন এবং তিনটি তেলুগু এবং হিন্দি চলচ্চিত্রে কাজ করতে চুক্তিবদ্ধ হন। আরম্ভাম (২০১৩) তামিল চলচ্চিত্রে অবদানের জন্য তিনি ২০১৪ এডিসন পুরস্কার অনুষ্ঠানে সর্বাধিক অত্যুৎসাহী সঞ্চালক-নারী পুরস্কার জেতেন। ২০১৫ সালে, তিনি সামালোচকীয় এবং বাণিজ্যিকভাবে সফল বেবি চলচ্চিত্রে কাজ শুরু করেন। ২০১৬ সালে, তিনি পিংক চলচ্চিত্রে একটি প্রধান ভূমিকায় অভিনয় করেন। ২০১৭ সালে, প্রধান ভূমিকায় অভিনয় করেন নাম শাবানা চলচ্চিত্রে যা ২০১৫ সালের বেবি চলচ্চিত্রের প্রিকুএল। ২০১৭ সালে তিনি দ্য গাজি অ্যাটাক যুদ্ধ চলচ্চিত্র এবং জুড়ওয়া ২ কমেডি চলচ্চিত্রে কাজ করেন।",প্রদত্ত অনুচ্ছেদে “আরম্ভাম ২০১৩ তামিল চলচ্চিত্রে অবদানের” সম্পর্কে মূল বক্তব্যটি কী?,আরম্ভাম (২০১৪) তামিল চলচ্চিত্রে অবদানের জন্য তিনি ২০১৪ এডিসন পুরস্কার অনুষ্ঠানে সর্বাধিক অত্যুৎসাহী সঞ্চালক-নারী পুরস্কার জেতেন।,wrong,numeric,hard,
train_1075,has_context,"৬৩৪ সালে মুসলিম আরব শাসক খালিদ-ইবন-ওয়ালিদ দামেস্ককে নতুনভাবে নির্মাণ ও অন্য উচ্চতায় নিয়ে যান। ষষ্ঠ উমাইয়া খলিফা আল-ওয়ালিদ (৭০৫-৭১৫) ৭০৬ সালে বায়জানাইথ ক্যাথেড্রাল এর পাশে একটি মসজিদ নির্মাণের জন্য একটি কমিশন গঠন করেন। মসজিদের নির্মাণকাজ শেষ হয় ৭১৫ খ্রিষ্টাব্দে, তার উত্তরাধিকার সুলায়মান ইবন আব্দ-আল-মালিক (৭১৫-৭১৭) এর শাসনামলে।",৭০৬ সালে কোন খলিফা মসজিদ নির্মাণের কমিশন গঠন করেছিলেন?,ষষ্ঠ উমাইয়া খলিফা আল-ওয়ালিধ,wrong,,hard,
train_1076,has_context,১৯৮০ এর দশকে গুশ এমুনিম আন্ডারগ্রাউন্ড নামক সংগঠনের সদস্য বেন শোশান ও ইয়েহুদা এতজায়ন আল-আকসা মসজিদ ও কুব্বাত আস সাখরা উড়িয়ে দেয়ার পরিকল্পনা করেন। এতজায়ন বিশ্বাস করতেন যে স্থাপনা দুটি উড়িয়ে দিলে তা ইসরায়েলের আধ্যাত্বিক জাগরনে ভূমিকা রাখবে এবং ইহুদি জনগণের সকল সমস্যা সমাধান করবে। তারা এও ধারণা করতেন যে তৃতীয় মন্দির মসজিদের স্থানে নির্মিত হতে হবে।[73][74] প্রথম ইন্তিফাদা চলার সময় ১৯৮৮ খ্রিষ্টাব্দের ১৫ জানুয়ারি ইসরায়েলি সেনারা মসজিদের বাইরে বিক্ষোভকারীদের উপর রাবার বুলেট ও টিয়ার গ্যাস ছোড়ে এবং এতে ৪০ জন মুসল্লি আহত হয়।[75][76] ১৯৯০ খ্রিষ্টাব্দের ৮ অক্টোবর দাঙ্গায় ইসরায়েলি সীমান্ত পুলিশ কর্তৃক ২২ জন ফিলিস্তিনি নিহত ও ১০০ জনের বেশি আহত হয়। টেম্পল মাউন্ট ফেইথফুল নামক ইহুদি ধর্মীয় গোষ্ঠী তৃতীয় মন্দিরের ভিত্তি স্থাপন করতে যাচ্ছে ঘোষণা করলে এই প্রতিবাদ শুরু হয়েছিল।[77][78][79],সর্বপ্রথম ইন্তিফাদা কত সালে শুরু হয়েছিল ?,সর্বপ্রথম ইন্তিফাদা শুরু হয়েছিল ১৯৯০ সালে।,wrong,numeric,hard,
train_1077,has_context,'চিন্তাভাবনা' শব্দটির ব্যাসবাক্য হলো: চিন্তা ও ভাবনা।,"ব্যাসবাক্য অনুযায়ী, 'চিন্তাভাবনা' শব্দটি কোন সমাসের উদাহরণ?",দ্বন্দ্ব,correct,none,easy,
train_1078,has_context,ততোদিনে ব্রিটিশ প্রশাসকেরা বিশ^াস করতে শুরু করেছে যে ‘বিভক্তি ও শাসন’ নীতি প্রয়োগের মাধ্যমে তারা ভারতের হিন্দু ও মুসলমানদের যৌথ ও সমন্বিত রাজনৈতিক আন্দোলনের জাতীয়তাবাদী প্রবণতাকে ধ্বংস করতে সক্ষম হয়েছিল।,ব্রিটিশ প্রশাসকেরা কোন নীতি প্রয়োগ করেছিল বলে মনে করা হয়?,‘বিভক্তি ও শাসন’ নীতি,correct,none,easy,
train_1079,no_context,,'ব্যর্থতা' শব্দের শুদ্ধ বিপরীত শব্দ কোনটি?,সার্থকতা,correct,none,easy,
train_1080,has_context,'কে' ফোর্স মেজর খালেদ মোশাররফ ৪র্থ ইস্ট বেঙ্গল রেজিমেন্ট ক্যাপ্টেন এম এ গাফফার হালদার,কে ফোর্সের অধিনায়ক কে ছিলেন?,মেজর খালেদ মোশাররফ,correct,none,easy,
train_1081,no_context,,মিশেল ফুকো কত সালে জন্মগ্রহণ করেন?,১৯২৬ সালে (পোয়াতিয়ে শহরে),correct,none,hard,
train_1082,no_context,,"'সুন্দর হে, দাও দাও সুন্দর জীবন। হউক দূর অকল্যাণ সকল অশোভন।' – চরণ দুটি কার লেখা?",গোলাম মোস্তফা,wrong,fabricated,easy,
train_1083,has_context,"প্রত্যেক ইউনিয়ন পরিষদের একজন সচিব, একজন হিসাব সহকারী-কাম-কম্পিউটার অপারেটর থাকিবেন, যাহারা সরকার বা সরকার কর্তৃক নির্ধারিত কোন কর্তৃপক্ষের মাধ্যমে নিযুক্ত হইবেন।","প্রদত্ত প্রসঙ্গ অনুযায়ী স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ৬২ সম্পর্কে কী বলা হয়েছে?","প্রত্যেক ইউনিয়ন পরিষদের একজন সচিব, একজন হিসাব সহকারী-কাম-কম্পিউটার অপারেটর থাকিবেন, যাহারা সরকার বা সরকার কর্তৃক নির্ধারিত কোন কর্তৃপক্ষের মাধ্যমে নিযুক্ত হইবেন।",correct,none,hard,
train_1084,no_context,,'आनন্দমহ' উপন্যাস কত সালে প্রকাশিত হয়?,১৮৮২ সালে,correct,none,hard,
train_1085,no_context,,“লোকান্তর গমন” শব্দের সমার্থক শব্দ কোনটি?,প্রাণত্যাগ,correct,none,easy,
train_1086,has_context,"আবু বিশর আমর ইবনে উসমান ইবনে কানবার আল বিসরি (আনুমানিক ৭৬০-৭৯৬) (Arabic: أبو بشر عمرو بن عثمان بن قنبر البصري‎), সাধারণভাবে সিবাওয়েহ নামে পরিচিত (سيبويه) (তার মূল ফারসি নাম ছিল سیبویه Sēbōē), ছিলেন আরবি ভাষার একজন প্রভাবশালী ভাষাবিদ ও ব্যাকরণবিদ। তার লেখা আল কিতাব আরবি ভাষার প্রথম লিখিত ব্যাকরণ।[3] আরবি ব্যাকরণ ও ভাষাতত্ত্বে তার উল্লেখযোগ্য প্রভাব থাকলেও তিনি ছিলেন একজন পারসিয়ান এবং তার মাতৃভাষা আরবি ছিল না। তিনি পরবর্তী জীবনে আরবি শেখেন। তাকে আরবি ভাষার সর্বকালের শ্রেষ্ঠ ভাষাবিদ ও সকল ভাষার শ্রেষ্ঠ পন্ডিতদের অন্যতম ধরা হয়।[4]",অনুচ্ছেদের ভিত্তিতে “তার লেখা আল কিতাব আরবি” বিষয়ে কোন বক্তব্যটি সঠিক?,তার লেখা আল কিতাব ফারসি ভাষার প্রথম লিখিত ব্যাকরণ।,wrong,,hard,
train_1087,no_context,,“সরিৎ” শব্দের সমার্থক শব্দ কোনটি?,তটিনী,,,,
train_1088,no_context,,পিএলসি নির্দেশ কোনো ইনপুটের ক্ষেত্রে মূলত কী পরীক্ষা করে?,ইনপুটের অবস্থা চালু (on) না বন্ধ (off) আছে,correct,none,easy,
train_1089,no_context,,"""একদেশদর্শী"" এর ভাবার্থ কী?","আকস্মিক ভয়ে বুদ্ধিলোপ, হতবুদ্ধি, হতভম্ব অবস্থা",wrong,fabricated,easy,
train_1090,no_context,,"'প্রবাসী কল্যাণ ব্যাংক আইন, ২০১০' আইনটি কোন উদ্দেশ্যে প্রণয়ন করা হয়েছিল?","Bangladesh (Freedom Fighters) Welfare Trust Order, 1972 রহিতক্রমে পরিমার্জনপূর্বক যুগোপযোগী করিয়া নূতনভাবে প্রণয়নকল্পে প্রণীত আইন।",wrong,fabricated,easy,
train_1091,has_context,'নীলকমল' শব্দটির ব্যাসবাক্য হলো: নীল যে কমল।,"ব্যাসবাক্য অনুযায়ী, 'নীলকমল' শব্দটি কোন সমাসের উদাহরণ?",কর্মধারয়,correct,none,easy,
train_1092,no_context,,‘ভাবৈক্য’ শব্দের সন্ধি বিচ্ছেদ কী?,ভাব + ঐক্জ,wrong,,hard,
train_1093,no_context,,মানিক বন্দ্যোপাধ্যায় কত সালে মৃত্যুবরণ করেন?,১৯৭১ সালে,wrong,fabricated,hard,
train_1094,no_context,,"""তুলকালাম কাণ্ড"" এর শাব্দিক অর্থ কী?",তুলকালামের ঘটনা বা বিপর্যয়কর ঘটনা (তুলকালাম: ইসলামী ঐতিহ্যে নূহের জলপ্রলয়ের মতো মহাপ্লাবন),correct,none,easy,
train_1095,has_context,(৩) অন্য কোনোভাবে নিয়মিত সরকারী অনুদান/ভাতা প্রাপ্ত হলে।,বয়স্ক ভাতা পাওয়ার অযোগ্যতার একটি শর্ত অনুযায়ী প্রার্থী কী পেলে অযোগ্য হবেন?,কৃষি জমির মালিকানা,wrong,,easy,
train_1096,has_context,"সুভাষচন্দ্র বসু ১৯৪৪ সালের ৪ জুলাই বার্মায় এক সমাবেশে ‘তোমরা আমাকে রক্ত দাও, আমি তোমাদের স্বাধীনতা দেব’ আহ্বানটি দেন।",সুভাষচন্দ্র বসু উক্তিটি কোথায় দেন?,বার্মায়।,correct,none,easy,
train_1097,no_context,,'ভুয়া' শব্দের শুদ্ধ বিপরীত শব্দ কোনটি?,সাচ্চা,correct,none,easy,
train_1098,no_context,,"""কায়ক্লেশ"" এর শাব্দিক অর্থ কী?",কায় (শরীর) + ক্লেশ (কষ্ট বা পরিশ্রম); শারীরিক কষ্ট বা পরিশ্রম,correct,none,easy,
train_1099,has_context,২০০৫ সালের ‘পরিণীতা’ চলচ্চিত্রে বিদ্যা বালানের হিন্দি চলচ্চিত্রে অভিষেক হয়। ২০০৬ সালের ‘লাগে রাহো মুন্না ভাই’ চলচ্চিত্রে তিনি জাহ্নবি নামের রেডিও জকির চরিত্রে সঞ্জয় দত্তের বিপরীতে অভিনয় করেন।,বিদ্যা বালানের হিন্দি চলচ্চিত্রে অভিষেক ঘটে কোন চলচ্চিত্রে?,পরিণীতা।,correct,none,easy,
train_1100,no_context,,তোমার বাবা বাজার থেকে ৯০ টি লেবু কিনল।প্রতি লেবুর দাম ২ টাকা হলে মোট কত টাকা লাগলো।,108,wrong,fabricated,hard,
train_1101,has_context,"যিশু[lower-alpha 1] (৪ খ্রিস্টপূর্বাব্দ?-৩০ খ্রিস্টাব্দ?) ছিলেন একজন ইহুদি ধর্মপ্রচারক,[1] যিনি খ্রিস্টধর্মের কেন্দ্রীয় ব্যক্তিত্ব হিসেবে গণ্য হন।[2][3] তিনি নাসরতের যিশু নামেও অভিহিত হন।[lower-alpha 2] যিশুকে প্রদত্ত উপাধি 'খ্রিস্ট' থেকে খ্রিস্টধর্মের নামকরণ করা হয়েছে। খ্রিস্টানরা বিশ্বাস করেন, যিশু ইশ্বরের পুত্র এবং বাইবেলের পুরাতন নিয়মে পূর্বব্যক্ত মসিহ যার আগমন নতুন নিয়মে পুনর্ব্যক্ত হয়েছে।[2][3]",অনুচ্ছেদে “যিশুকে উপাধি খ্রিস্ট খ্রিস্টধর্মের নামকরণ” প্রসঙ্গে কোন তথ্য উল্লেখ আছে?,যিশুকে প্রদত্ত উপাধি 'খ্রিস্ট' থেকে খ্রিস্টধর্মের নামকরণ করা হয়েছে।,,,,
train_1102,no_context,,'যে সবে বঙ্গেত জন্মি হিংসে বঙ্গবাণী। সে সব কাহার জন্ম নির্ণয় ন জানি।।' – কবিতাংশটি কোন কাব্যের অন্তর্গত?,নূরনামা,correct,none,hard,
train_1103,no_context,,কামাল পাখি দেখার সময় করিমের চেয়ে ৩ টি কাক এবং চারগুণ বেশি তোতা পাখি দেখেছিল। তিনি করিমের চেয়ে দ্বিগুণ নীল জেস এবং করিমের চেয়ে তিনগুণেরও বেশি চড়ুই দেখেছেন। কামাল কতটি পাখি দেখেছেন?,৩১,correct,none,easy,
train_1104,no_context,,প্রবেশিকা পরীক্ষায় রাধা গোবিন্দ চন্দ্র মোট কতবার ফেল করেন?,চারবার,correct,none,easy,
train_1105,has_context,"এর ঠিক পরবর্তী যুগটি ছিল প্রাচীন ভারতের দ্বিতীয় নগরায়ণের যুগ (খ্রিস্টপূর্ব ৬০০-২০০ অব্দ)। এই যুগেই হিন্দুধর্ম, জৈনধর্ম ও বৌদ্ধধর্ম বিকাশলাভ করে এবং এরপর মহাকাব্য ও আদি পৌরাণিক যুগে (আনুমানিক খ্রিস্টপূর্ব ২০০ অব্দ থেকে ৫০০ খ্রিস্টাব্দ) মহাকাব্য রামায়ণ ও মহাভারত এবং প্রথম পুরাণগুলি রচিত হলে বৈদিক ধর্ম ও হিন্দু সম্প্রদায়গুলির মধ্যে এক যুগসন্ধির সূচনা হয়।",প্রাচীন ভারতের দ্বিতীয় নগরায়ণের যুগ আনুমানিক কোন সময়কালকে বোঝায়?,খ্রিস্টপূর্ব ১০০০-৮০০ অব্দ,wrong,numeric,hard,
train_1106,has_context,চট্টগ্রাম বিশ্ববিদ্যালয় কেন্দ্রিয় ছাত্র সংসদ চাকসু ভবনের ৩য় তলায় সাংবাদিক সমিতির অবস্থান।,চবি সাংবাদিক সমিতি চাকসু ভবনের কত তলায় অবস্থিত?,২য় তলায়,wrong,numeric,hard,
train_1107,has_context,"বাংলাদেশের জাতীয় পতাকা সবুজ আয়তক্ষেত্রের মধ্যে লাল বৃত্ত। সবুজ রং বাংলাদেশের সবুজ প্রকৃতি ও তারুণ্যের প্রতীক, বৃত্তের লাল রং উদীয়মান সূর্য, স্বাধীনতা যুদ্ধে আত্মোৎসর্গকারীদের রক্তের প্রতীক। বাংলাদেশের জাতীয় পতাকার এই রূপটি ১৯৭২ সালের ১৭ জানুয়ারি সরকারীভাবে গৃহীত হয়।","অনুচ্ছেদ অনুযায়ী, “বাংলাদেশের জাতীয় পতাকার রূপটি ১৯৭২” প্রসঙ্গে কী তথ্য দেওয়া হয়েছে?",বাংলাদেশের জাতীয় পতাকার এই রূপটি ১৯৭৩ সালের ১৭ জানুয়ারি সরকারীভাবে গৃহীত হয়।,,,,
train_1108,has_context,আলেকজান্ডার কানিংহাম ১৮৭৯ সালে পাহাড়পুরের প্রত্নস্থলটি পরিদর্শন ও শনাক্ত করেন। ১৯৮৫ সালে ইউনেস্কো সোমপুর মহাবিহারকে বিশ্ব ঐতিহ্য হিসেবে স্বীকৃতি দেয়।,পাহাড়পুর বৌদ্ধ বিহার ইউনেস্কোর বিশ্ব ঐতিহ্যের স্বীকৃতি পায় কত সালে?,১৯৮৫ সালে।,correct,none,hard,
train_1109,no_context,,'সঙ্কোচিত' শব্দের শুদ্ধ বিপরীত শব্দ কোনটি?,প্রসারিত,correct,none,easy,
train_1110,no_context,,নিচের উদাহরণগুলোর মধ্যে কোনটিতে ব্যাকরণিক চিহ্নের প্রয়ে হয়েছে?,"যেমন : জুঁই, চামেলী, বেলি",wrong,fabricated,easy,
train_1111,has_context,হায়দার-আল-আবাদি ইরাকের বর্তমান প্রধানমন্ত্রী। ফুয়াদ মাসুম দেশের রাষ্ট্রপতি।,পাঠ্যাংশ থেকে “হায়দার আল আবাদি ইরাকের প্রধানমন্ত্রী” সম্পর্কিত সঠিক তথ্যটি লিখুন।,হায়দার-আল-আবাদি ইরাকের বর্তমান প্রধানমন্ত্রী নয়।,wrong,,hard,
train_1112,has_context,'বেমানান' শব্দটির ব্যাসবাক্য হলো: ন মানান।,"ব্যাসবাক্য অনুযায়ী, 'বেমানান' শব্দটি কোন সমাসের উদাহরণ?",নঞ তৎপুরুষ,correct,none,easy,
train_1113,has_context,"মডেলিংয়ে সীমিত ভূমিকা রাখার পর, রাঘবেন্দ্র রাও পরিচালিত ২০১০ সালের ঝুম্মান্ডি নাডাম তেলুগু চলচ্চিত্রের মাধ্যমে চলচ্চিত্রে তার অভিষেক ঘটান তাপসী। এরপর তিনি কয়েকটি চলচ্চিত্রে কাজ করেন যেমন, আদুকালাম, ভাস্তাধু না রাজু এবং মি. পারফেক্ট। তার তামিল আদুকালাম চলচ্চিত্র ৫৮তম জাতীয় চলচ্চিত্র পুরস্কার অনুষ্ঠানে ছয়টি জাতীয় চলচ্চিত্র পুরস্কার জিতে নেয়। তিনি এছাড়াও একটি মালয়ালম চলচ্চিত্রে কাজ করেছেন এবং তিনটি তেলুগু এবং হিন্দি চলচ্চিত্রে কাজ করতে চুক্তিবদ্ধ হন। আরম্ভাম (২০১৩) তামিল চলচ্চিত্রে অবদানের জন্য তিনি ২০১৪ এডিসন পুরস্কার অনুষ্ঠানে সর্বাধিক অত্যুৎসাহী সঞ্চালক-নারী পুরস্কার জেতেন। ২০১৫ সালে, তিনি সামালোচকীয় এবং বাণিজ্যিকভাবে সফল বেবি চলচ্চিত্রে কাজ শুরু করেন। ২০১৬ সালে, তিনি পিংক চলচ্চিত্রে একটি প্রধান ভূমিকায় অভিনয় করেন। ২০১৭ সালে, প্রধান ভূমিকায় অভিনয় করেন নাম শাবানা চলচ্চিত্রে যা ২০১৫ সালের বেবি চলচ্চিত্রের প্রিকুএল। ২০১৭ সালে তিনি দ্য গাজি অ্যাটাক যুদ্ধ চলচ্চিত্র এবং জুড়ওয়া ২ কমেডি চলচ্চিত্রে কাজ করেন।",ভারতীয় মডেল এবং অভিনেত্রী তাপসী পান্নুর প্রথম কোন পরিচালকের চলচ্চিত্রে অভিনয় করেন ?,এস. এস. রাজামৌলি পরিচালিত চলচ্চিত্রে অভিনয় করেন।,wrong,,easy,
train_1114,has_context,রাজীব গান্ধী ১৯৪৪ সালের ২০ আগস্ট জন্মগ্রহণ করেন এবং ১৯৯১ সালের ২১ মে নিহত হন।,রাজীব গান্ধী কবে মৃত্যুবরণ করেন?,২০ মে ১৯৯১।,wrong,numeric,hard,
train_1115,has_context,ওয়েস্ট ইন্ডিজ আয়োজিত '২০০৭ ক্রিকেট বিশ্বকাপ' এ হাবিবুল বাশারের নেতৃত্বাধীন বাংলাদেশ স্কোয়াডে ডাক পান এই তরুণ ক্রিকেটার। টুর্নামেন্টের দ্বিতীয় পর্বে যেতে সক্ষম হয় এই দল এবং ৭ নম্বর টিম হিসেবে টুর্নামেন্ট শেষ করে। বাংলাদেশের পক্ষে সর্বোচ্চ রান করেন মোহাম্মদ আশরাফুল (২১৬)।,২০০৭ বিশ্বকাপে বাংলাদেশ দলের অধিনায়ক কে ছিলেন?,হাবিবুল বাসার,wrong,,hard,
train_1116,has_context,"আইএলও-এর কিছু গুরুত্বপূর্ণ তথ্য: প্রতিষ্ঠা ১৯১৯ সালের ১১ এপ্রিল। সদর দপ্তর জেনেভা, সুইজারল্যান্ড। ত্রিপক্ষীয় কাঠামো: এটি জাতিসংঘের একমাত্র ত্রিপক্ষীয় সংস্থা, যেখানে সরকার, নিয়োগকর্তা বা মালিক, এবং শ্রমিক—এই তিন পক্ষের সমান অংশগ্রহণ থাকে। জাতিসংঘের স্বীকৃতি: ১৯৪৬ সালে এটি জাতিসংঘের প্রথম বিশেষায়িত সংস্থা হিসেবে আনুষ্ঠানিক স্বীকৃতি লাভ করে। নোবেল পুরস্কার: ১৯৬৯ সালে সংস্থাটি নোবেল শান্তি পুরস্কারে ভূষিত হয়।",আইএলও কবে নোবেল শান্তি পুরস্কারে ভূষিত হয়?,১৯৭১ সালে,,,,
train_1117,has_context,"আর্যভট্ট (দেবনগরী: आर्यभट) (৪৭৬ – ৫৫০)[1][2] প্রাচীন ভারতের সবচেয়ে বিখ্যাত গণিতবিদদের মধ্যে একজন। ভারতের প্রথম কৃত্রিম উপগ্রহের নাম তার নামে ""আর্যভট্ট"" রাখা হয়।",প্রদত্ত তথ্য অনুযায়ী “ভারতের কৃত্রিম উপগ্রহের তার নামে” সম্পর্কে কী জানা যায়?,"ভারতের দ্বিতীয় কৃত্রিম উপগ্রহের নাম তার নামে ""আর্যভট্ট"" রাখা হয়।",wrong,,hard,
train_1118,has_context,"হোমো প্রজাতির প্রাথমিক সদস্য হোমো হ্যাবিলিস ২.৪ মিলিয়ন বছর পূর্বে বিকশিত হয়েছিল।[15] হোমো হ্যাবিলিস প্রথম প্রজাতি হিসাবে বিবেচনা করা হয়েছে কারণ তারা যে পাথরের সরঞ্জাম ব্যবহার করত তার সুস্পষ্ট প্রমাণ আছে । সম্প্রতি ২০১৫ সালে, উত্তরপূর্বাঞ্চলীয় কেনিয়াতে যে পাথরের সরঞ্জামগুলি পাওয়া গেছে তা সম্ভবত হোমো হ্যাবিলিসের পূর্বাভাস দিয়েছে যেগুলি প্রায় ৩.৩ মিলিয়ন বছর বয়স পুরাতন ছিল।[16] তবুও, হোমো হ্যাবিলিসের মস্তিষ্কগুলি শিম্পাঞ্জীর মতো একই আকারের ছিল এবং তাদের প্রধান অভিযোজন ছিল পার্থিব জীবনযাত্রার অভিযোজন হিসেবে বাইপেডালিজম (দুপায়ে চলাফেরা করা) । পরের মিলিয়ন বছরে এন্সিফালিজেশন প্রক্রিয়া শুরু হয়েছিল এবং জীবাশ্ম রেকর্ড অনুযায়ী হোমো ইরেক্টাস এর আগমন ঘটেছিল যাদের করোটির ক্ষমতা দ্বিগুণ ছিল। হোমো ইরেক্টাস ছিল প্রথম হোমোনিনা যারা আফ্রিকা ছেড়েছিল এবং এই প্রজাতিগুলি আফ্রিকা, এশিয়া এবং ইউরোপের মধ্যে ১.৩ থেকে ১.৮ মিলিয়ন বছর আগে ছড়িয়ে পড়েছিল। এইচ. ইরেক্টাসের একটি জনগোষ্ঠীকে কখনও কখনও একটি পৃথক প্রজাতি হোমো এরগ্যাস্টার হিসাবে শ্রেণীবদ্ধ করা হয় যারা আফ্রিকায় থাকত এবং পরে হোমো স্যাপিয়েন্সে পরিণত হয়েছিল। বিশ্বাস করা হয় যে তারাই প্রথম অগ্নি এবং জটিল সরঞ্জাম ব্যবহার করত। হোমো এরগ্যাস্টার / ইরেক্টাস এবং আর্কাইক মানুষেরা যেমন হোমো রোডেসিয়েন্সিস আফ্রিকা থেকে এসেছিল, কিন্তু জর্জিয়ার দুমানসিতে তাদের transitional ফর্মগুলি পাওয়া গিয়েছিল। আফ্রিকান হোমো ইরেক্টাস এর বংশধররা ৫০০,০০০ বৎসর পূর্বে ইউরেশিয়ায় ছড়িয়ে পড়েছিল পরে তারা পর্যায়ক্রমে হোমো এন্টিসেসর, হোমো হাইডেলবার্গেনসিস এবং হোমো নিয়ানডার্টালেনসিস এ বিবর্তিত হয়েছিল । আধুনিক মানুষের প্রাচীন জীবাশ্ম মধ্য পেলিওলিথিক প্রায় ২০০,০০০ বছর আগে যেমন ওমো ইথিওপিয়া অবশিষ্ট আছে এবং হার্টোর জীবাশ্মকে কখনও কখনও হোমো স্যাপিয়েন্স ইডাল্টু হিসাবে শ্রেণীবদ্ধ করা হয়। পরবর্তীকালে ইসরায়েল এবং দক্ষিণ ইউরোপ থেকে যে স্কাল বা আর্কাইক হোমো স্যাপিয়েন্সের জীবাশ্ম পাওয়া যায় তা প্রায় ৯০,০০০ বছর আগের ছিল।[17]",পাঠ্যাংশ থেকে “সম্প্রতি ২০১৫ উত্তরপূর্বাঞ্চলীয় কেনিয়াতে পাথরের” সম্পর্কিত সঠিক তথ্যটি লিখুন।,"সম্প্রতি ২০১৫ সালে, উত্তরপূর্বাঞ্চলীয় কেনিয়াতে যে পাথরের সরঞ্জামগুলি পাওয়া গেছে তা সম্ভবত হোমো হ্যাবিলিসের পূর্বাভাস দিয়েছে যেগুলি প্রায় ৩.৩ মিলিয়ন বছর বয়স পুরাতন ছিল।",correct,none,hard,
train_1119,has_context,"সর্বশেষ বিশ্বকাপ অনুষ্ঠিত হয়েছে রাশিয়ায়, ২০১৮ সালের ১৪ জুন থেকে ১৫ জুলাই পর্যন্ত। এই বিশ্বকাপে ফ্রান্স ক্রোয়েশিয়াকে ফাইনালে ৪-২ গোলে পরাজিত করে শিরোপা জিতে নেয়।",সর্বশেষ জাতীয় ফুটবল ফিফা বিশ্বকাপ কত সালে অনুষ্ঠিত হয়েছিল ?,২০১৯ সালে অনুষ্ঠিত হয়েছিল।,,,,
